Title,Post date,Application Deadline,Issues,Institution(s),Other Organization(s),URL,Body,All terms
"Dir, Center for Sustainable Processes & Practices, Portland State U",Jul 30 2010 - 1:52pm,"July 3, 2008",7/03/08,,,http://www.pdx.edu/sustainability/director_position.html,"The Portland State University (OR) Center for Sustainable Processes and Practices is seeking a Director.  The Director will provide leadership for the planned evolution and expansion of PSU’s current interdisciplinary Center for Sustainable Processes and Practices.  Candidates should demonstrate interest, capacity, and experience in academic leadership with a particular focus on multidisciplinary research and engagement. They should also have a scholarly record appropriate for the award of tenure that includes significant scholarly publications, funded research, and engagement activities related to sustainability.  The director will direct the recruitment of additional sustainability faculty positions as part of the campus investment plan; direct PSU’s Graduate Sustainability Certificate Program; and promote the integration of sustainability across the curriculum.  The position will remain open until filled.",Jobs & Internships
"Prgm Mgr, Erb Inst for Global Sustainable Enterprise, U Michigan",Jul 30 2010 - 1:52pm,"July 3, 2008",7/03/08,,,http://www.aashe.org/The%20original%20link%20is%20no%20longer%20available.,"The University of Michigan Erb Institute for Global Sustainable Enterprise is seeking a Program Manager.  Responsibilities include overseeing all administrative, operational, marketing, and financial matters for the Institute; developing and overseeing the fiscal year budget; providing strategic planning leadership in consultation with and as requested by the Academic Director; and serving as a key public face of the Institute with regard to students, other University of Michigan stakeholders, external constituents, and media relations.  A Bachelor's degree, plus a minimum of 5 years professional experience related to the delivery of superior services and programs is required.  An MBA or PhD degree related to Sustainability and at least 2 years of post-graduate degree experience is preferred.",Jobs & Internships
"Director of Campus Sustainability, U Wisconsin, Oshkosh",Jul 30 2010 - 1:52pm,"July 3, 2008",7/03/08,,,http://www.uwosh.edu/hr/unclassifiedjobs/sustainabilitydirector.php,"The University of Wisconsin, Oshkosh is seeking a Director of Campus Sustainability to provide leadership to the entire campus in all facets of campus sustainability.  Job responsibilities include collaborating with various campus operational units in developing sustainability policies, priorities, and practices; coordinating with the faculty to integrate sustainability into teaching and research; and collaborating with students, student groups, and student units such as residence life in promoting sustainability and supervise sustainability interns.  Qualifications include a Bachelor's degree in a relevant field and experience with energy, water and waste conservation.  A Master's degree in a relevant field and at least three years experience in implementing sustainability programs is preferred.  Review of applications will begin August 8, 2008 and continue until the position is filled.",Jobs & Internships
"Director, Office of Sustainability, U Iowa",Jul 30 2010 - 1:52pm,"July 3, 2008",7/03/08,,,http://www.aashe.org/The%20original%20link%20is%20no%20longer%20available.,"The University of Iowa is seeking a highly motivated individual to serve as Director of the Office of Sustainability.  This position will be an institutional advocate, coordinator and communicator for campus sustainability initiatives and efforts. The position will be housed in the department of Facilities Management, under the direction of the Associate Vice President and Director of Facilities Management, with reporting responsibility to the University of Iowa Sustainability Steering Committee.  The Director will be responsible for launching and leading the University's Office of Sustainability and coordinating the Sustainable Campus Initiative.  Qualifications include a Master's degree or extensive academic work in which the candidate has gained an understanding of the learning and discovery culture of higher education.",Jobs & Internships
"Sustainability Comm & Outreach Coord, Middlebury College",Jul 30 2010 - 1:52pm,"July 3, 2008",7/03/08,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175322194,"Middlebury College (VT) seeks a Sustainability Communications and Outreach Coordinator to fill a 1-year term position.  The successful candidate will design and implement cultural and behavioral change programs that will help members of the Middlebury College community to engage more effectively in practices of sustainability.  He or she will also communicate Middlebury's sustainability initiatives and the success stories of individuals and groups to internal and external audiences through writing, speaking, video, and managing the Environmental Affairs website.  The ideal candidate will be a strategic thinker with sound technical skills, analytical ability, good judgment, and strong operational focus.  A Bachelor's degree and for years' related experience and/or training are required.  The position is open until filled.",Jobs & Internships
"Program Coordinator, Office of Sustainability, U Utah",Jul 30 2010 - 1:52pm,"July 3, 2008",7/03/08,,,http://www.sustainability.utah.edu/,"The University of Utah Office of Sustainability is hiring a Program Coordinator to focus on engaging students and the broader community in sustainability projects.  The Program Coordinator will also coordinate, mentor, and advise co- and extra-curricular student environmental and sustainability groups on campus as they work on both existing and new programs to promote sustainable practices and awareness throughout the University.  Qualifications include a Bachelor's degree in a related field plus one year directly related experience.  Applications are due July 7, 2008.",Jobs & Internships
"Sustainability Coord/Staff Assistant, Worcester State College",Jul 30 2010 - 1:52pm,"July 3, 2008",7/03/08,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175321810,"Worcester State College (MA) invites applications for the position of Sustainability Coordinator and Staff Assistant.  The successful candidate will be responsible for the development and implementation of campus wide programs relating to sustainable efforts; encouraging, developing, and facilitating sustainability programs initiated by student, faculty, and staff community members; and organizing training seminars, workshops, and conferences as required in response to other evolving needs and opportunities.  Qualifications include a Bachelor's degree or significant progress towards a degree in environmental science or a related field.  The position is open until filled.",Jobs & Internships
"Asst/Assoc Professor, Env'l Policy/Justice, Florida A&M U",Jul 30 2010 - 1:52pm,"July 3, 2008",7/03/08,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175322430,"The Florida A&M University Environmental Sciences Institute seeks applicants for a 12-month Assistant or Associate Professor in Environmental Policy and Environmental Justice.  The ideal candidate should possess an environmental science related terminal degree; a demonstrated competence in teaching; and experience and interest in environmental justice issues.  Applications are due July 30, 2008.",Jobs & Internships
"Asst/Assoc Prof, Ecology/Climate & Env'l Change, Florida A&M U",Jul 30 2010 - 1:52pm,"July 3, 2008",7/03/08,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175322425,"The Florida A&M University Environmental Sciences Institute seeks applicants for a 12-month Associate or Assistant Professor in Ecology and Climate and Environmental Change.  The ideal candidate should possess an environmental science related terminal degree; a demonstrated competence in teaching; and experience and interest in the impacts of climate and environmental changes on human health.  Applications are due July 30, 2008.",Jobs & Internships
"5 positions, Energy Action Coalition",Jul 30 2010 - 1:52pm,"July 3, 2008",7/03/08,,,http://energyactioncoalition.org/whoweare/coreteam/jobs,"The Energy Action Coalition is seeking an Internet Director, Online Organizer, Director of Development, National Field Director for Power Vote, and Operations Assistant.   The Internet Director will direct the overall growth and strategic direction of the organization's online presence. The Online Organizer will be responsible for developing and implementing online strategy for Energy Action Coalition campaigns.  The Development Director will be responsible for leading and directing the fundraising and development efforts of Energy Action Coalition.  The National Field Director will be the point person for implementing field operations, evaluating strategy and programs, and developing a comprehensive field plan for the Power Vote Campaign.  The Operations Assistant will be responsible for assisting the Director of Operations with coalition coordination, meeting planning and preparation, coalition fundraising, and day-to-day support of Energy Action central staff.  All positions are open until filled.",Jobs & Internships
"Administrative Intern, AASHE",Jul 30 2010 - 1:52pm,"July 3, 2008",7/03/08,,,http://www.aashe.org/highlights/administrative_intern.php,"AASHE seeks an Administrative Intern to assist with providing support to the American College & University Presidents' Climate Commitment and to assist in various other duties in the Lexington, Kentucky office.  Additional responsibilities include assisting in processing memberships and providing outreach and membership support.  Desired qualifications include strong written and oral communication skills, strong internet research skills, attention to detail, and interest and experience in campus sustainability.  Interns must be able to work out of the office in Lexington, Kentucky.  The application deadline is July 23, 2008.",Jobs & Internships
"Sustainability Coordinator, Cornell U",Jul 30 2010 - 1:52pm,"July 3, 2008",7/03/08,,,https://cornellu.taleo.net/careersection/10164/jobsearch.ftl?lang=en&keyword=&organization=100,"Cornell University (NY) is seeking a Sustainability Coordinator to provide planning and coordination for communications, educational, and outreach components of projects that are managed in the Office of Environmental Compliance and Sustainability.  The Sustainability Coordinator will also be responsible for working directly with Cornell senior administration, operational units, academic departments, student organizations, and community organizations to coordinate involvement in Cornell's sustainability initiatives.  Qualifications include a Bachelor's degree and at least five years of related experience.  An advanced degree is preferred.",Jobs & Internships
"Energy Manager, U Utah",Jun 20 2010 - 1:42pm,"July 3, 2008",7/03/08,,,,"The University of Utah seeks an Energy Manager to identify, develop, and implement energy cost saving initiatives on campus. Other responsibilities include developing and implementing financial goals, performing strategic and tactical planning for the Energy Management Program, and establishing short and long range goals. Qualifications include a Bachelor's degree in a related field plus two years of related experience. Review of applications will begin July 25, 2008 and will remain open until filled.",Jobs & Internships
"Director of Campus Sustainability, U Wisconsin Oshkosh",Jul 30 2010 - 1:52pm,"July 10, 2008",7/10/08,,,http://chronicle.com/jobs/id.php?id=0000564993-01&pg=s&cc=,"The University of Wisconsin, Oshkosh seeks a Director of Campus Sustainability to begin in November 2008.  Job responsibilities include providing leadership to the campus in all facets of campus sustainability; collaborating with various campus operational units in developing sustainability policies, priorities, and practices; coordinating with the faculty to integrate sustainability into teaching and research; collaborating with students, student groups, and student units such as residence life in promoting sustainability; and supervising sustainability interns.  Requirements include a Bachelor's degree in a relevant field; experience with energy, water, and waste conservation; and leadership experience in environmental initiatives.  A Master's degree is preferred.",Jobs & Internships
"Sustainability Research Assist, U Corp. for Atmospheric Research",Jul 30 2010 - 1:52pm,"July 10, 2008",7/10/08,,,http://www.fin.ucar.edu/hr/careers/uco.cfm?do=jobDetailExt&job_ID=1092,"The University Corporation for Atmospheric Research (CO), the nonprofit organization that manages the National Center for Atmospheric Research, is hiring a part-time Sustainability Research Assistant to support its first greenhouse gas emissions inventory.  This position is a paid, part-time opportunity open to graduate students and upper level undergraduates with academic or professional experience in sustainability and/or greenhouse gas inventory projects.  The Student Assistant will primarily be responsible for conducting research and data analysis to complete a report on GHG emissions that result from UCAR-sponsored conferences, workshops, and events. Review of applications begins in late July and will continue until the position is filled.",Jobs & Internships
"Dean, School of Forestry & Environmental Studies, Yale U",Jul 30 2010 - 1:52pm,"July 10, 2008",7/10/08,,,http://scjobs.sciencemag.org/jobs/?job=27227&af=7&utm_source=SimplyHired&utm_medium=organic&utm_campaign=SimplyHired,"Yale University's (CT) School of Forestry & Environmental Studies seeks outstanding candidates for the Deanship of the School.  Candidates for the Deanship should have demonstrated strong capabilities for leadership, as well as a record of scholarship in a suitable area of forestry or environmental studies, either in an academic setting, the non-governmental sector, or a government agency. Extensive international experience and an international perspective are desirable, as is a record of leadership in multidisciplinary research and in graduate and undergraduate education, and a record of successful funding for research and institutional development.  Applications are due September 15, 2008.",Jobs & Internships
"Env'l, Safety, & Recycling Mgr, Western New England College",Jul 30 2010 - 1:52pm,"July 10, 2008",7/10/08,,,http://www.higheredjobs.com/institution/details.cfm?Jobcode=175319999&print=yes,"Western New England College (MA) seeks an Environmental, Safety, and Recycling Manager to advise, develop, and coordinate comprehensive environmental, safety, and recycling programs for the College's operations.  Other responsibilities will include establishing an Environmental Health and Safety presence on campus to support the College's compliance with all state and federal EPA and OSHA regulations and standards.  Qualifications include a BS in Occupational Safety, Environmental Management, Chemistry, Biology, or a related field.  The position is open until filled.",Jobs & Internships
"Asst Prof, Human Dimensions of Env'l Change, U British Columbia",Jul 30 2010 - 1:52pm,"July 10, 2008",7/10/08,,,http://www.cfis.ubc.ca/page482.htm,"The University of British Columbia Institute for Resources, Environment and Sustainability invites applications for a tenure track position, at the rank of Assistant Professor, in the human dimensions of environmental change, to commence July 1, 2009.  The successful candidate will be an interdisciplinary scholar with a strong grounding in the social sciences, behavioral sciences or humanities who aspires to develop an internationally recognized research program in an area related to fields such as the built environment, water, energy and/or natural resources.  Topical domains might include but are not limited to knowledge, politics and regulation; environment, economy and decision making; or the intersection of history and ecology. The successful candidate should have a completed PhD and have demonstrated potential in research and in teaching at graduate and undergraduate levels. The successful candidate will be expected to teach graduate courses in his/her area of specialization.",Jobs & Internships
"Staff Assist, Berkshire Env'l Resource Ctr, MA College of Liberal Arts",Jul 30 2010 - 1:52pm,"July 10, 2008",7/10/08,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175323062,"The Massachusetts College of Liberal Arts seeks a Staff Assistant and Coordinator of the Berkshire Environmental Resource Center to manage and promote center activities; coordinate college sustainability initiatives; and work closely with faculty, college administrators, and community partners to promote sustainability initiatives. A Bachelor's degree is required and a Master's degree is preferred.  Review of applications will begin immediately and continue until position is filled.",Jobs & Internships
"Program Assistant, Campus Ecology, National Wildlife Federation",Jul 30 2010 - 1:52pm,"July 10, 2008",7/10/08,,,http://jobs.treehugger.com/job/c0816dc8f801412a67f2555e18ce564e/?d=1&source=rss_page,"The National Wildlife Federation seeks a Program Assistant for the Campus Ecology program in Reston, Virginia. The purpose of the Campus Ecology Program Assistant position is to help dramatically broaden engagement in NWF’s climate action initiatives. This position will be responsible for supporting fellowships, supporting special media projects, coordinating the internship program, and tracking and engaging alumni. The Program Assistant will also provide administrative, logistical, and outreach support for Campus Ecology program and staff on a regular basis.  A BA in environmental studies or a related field and a minimum of one year professional experience is required.",Jobs & Internships
"Sustainability Director, Wake Forest University",Jul 30 2010 - 1:52pm,"July 10, 2008",7/10/08,,,https://wakejobs.wfu.edu/applicants/jsp/shared/frameset/Frameset.jsp?time=1215619312727,"Wake Forest University (NC) invites applications for Sustainability Director.  Under minimal supervision, the Sustainability Director will serve as the primary campus resource on Sustainability issues, assisting in curriculum development, instruction, academic advising, and staff training on the subject.  Responsibilities include developing baseline assessments of campus sustainability policies, practices, curriculum and research, and providing recommendations for policy and program improvements; providing support for strategic initiatives endorsed by senior faculty and administrators, staff, and students; and advising the Provost, Deans, and Department Chairs in opportunities to integrate sustainability into course curriculums and advance sustainability research.  Requirements include a Bachelor's Degree in resource economics, public policy, environmental studies, appropriate technology, architecture, planning, or a related discipline plus six years of experience in a related field.  An equivalent combination of education and experience is acceptable.  Applications are due August 28, 2008.",Jobs & Internships
"Director, Centre for Environment & Sustainability, U Western Ontario",Jul 30 2010 - 1:52pm,"July 17, 2008",7/17/08,,,http://www.uwo.ca/enviro/Announcements/Director2009.pdf,"The University of Western Ontario invites applications and nominations for a senior-level faculty appointment as Director of the new Centre for Environment and Sustainability. The selected candidate will be appointed either as Professor or Associate Professor.  The initial term of the Directorship will be for a period of 5 years. The starting date will be July 1, 2009 or thereafter.  Responsibilities will include leading a vigorous and internationally competitive research program, supervising graduate and undergraduate student research, and participating in teaching at the graduate and undergraduate levels.  The Director will also be expected to coordinate and accelerate the development of comprehensive interdisciplinary programs in research, undergraduate education, and graduate studies in environment and sustainability.  The successful candidate should have an excellent research record in a relevant area and demonstrate the high level of vision, leadership, and resourcefulness appropriate to the position of Director.  Consideration of applications will begin September 2, 2008.",Jobs & Internships
"Director, Environmental Policy Program, U Georgia",Jul 30 2010 - 1:52pm,"July 17, 2008",7/17/08,,,http://chronicle.com/jobs/id.php?id=0000565518-01&pg=s&cc=,"The University of Georgia Carl Vinson Institute of Government invites nominations and applications for the position of Environmental Policy Program Director. Preference will be given to broadly trained candidates who hold a Ph.D. in environmental policy, environmental science, energy, water resources, growth management or a related field with knowledge and experience in addressing environmental policy at the state and/or local government level. The successful candidate should have experience in working on policy issues with state policymakers and local government officials.  This position works closely with the Governor's office, the General Assembly and state agencies to produce policy research that helps guide decisions concerning management and protection of natural resources and the environment. Other responsibilities will include supervising faculty and professional staff and coordinating projects in areas such as water policy and management, atmospheric and energy policy, land use and growth management, solid and hazardous waste management, and protection of ecosystems services.  Review of applications will begin August 15, 2008.",Jobs & Internships
"Part-Time Coordinator, Green Urban Living Center, Miami Dade College",Jul 30 2010 - 1:52pm,"July 17, 2008",7/17/08,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175324538,"Miami Dade College (FL) seeks a part-time Coordinator to oversee and coordinate the Green Urban Living Center.  Responsibilities will include supervising and monitoring student volunteers; overseeing the design, upkeep and planting of the organic garden, butterfly garden, rock pine land, and other areas under development; and creating awareness of GULC programming.  Requirements include a Bachelor's degree and two years of related environmental experience.  Grant writing experience is preferred.  The position is open until filled.",Jobs & Internships
"Sustainability Manager, Northeastern U",Jul 30 2010 - 1:52pm,"July 24, 2008",7/24/08,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175326025,"Northeastern University (MA) seeks a Sustainability Manager to lead the development of comprehensive plans for conservation and sustainability within the Facilities Division to promote progress toward carbon neutrality.  Other responsibilities will include educating personnel on sustainability principles and serving as a resource for conservation, LEED standards, product and equipment selection, and other sustainability issues.  Qualifications include a Bachelor's degree in a related field and three to five years of experience in project management, budgeting, planning, and/or policy development.  The position is open until filled.",Jobs & Internships
"Coordinator, Green Campus Initiative, Harvard U",Jul 30 2010 - 1:52pm,"July 24, 2008",7/24/08,,,http://jobs.harvard.edu/jobs/summ_req?in_post_id=38437,"The Harvard University (MA) Green Campus Initiative seeks a full time Coordinator to coordinate all tasks involved in delivering a range of design and construction consulting services to project teams and clients throughout Harvard University for new construction and renovation projects.  The successful candidate will provide ongoing support managing the LEED certification process and completing and reviewing project LEED submittals.  S/he will also review projects to ensure the Harvard Green Building Guidelines are being met.  Qualifications include holding a related undergraduate and/or graduate degree and having knowledge of the US Green Building Council LEED Rating System, sustainable design, and construction principles.",Jobs & Internships
"Sustainability Assistant, U Idaho",Jul 30 2010 - 1:52pm,"July 24, 2008",7/24/08,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175325681,"The University of Idaho invites applications for a part-time position as Sustainability Assistant.  The Sustainability Assistant will provide program support for sustainability efforts at the University; supporting development efforts for Sustainability Center; and updating and maintaining Sustainability Center documents.  Qualifications include a combination of education and experience totaling more than 5 years and the ability to perform and lead others in program related activities.  Applications are due July 30, 2008.",Jobs & Internships
"Instructor, Environmental Science, Turtle Mountain CC",Jul 30 2010 - 1:52pm,"July 24, 2008",7/24/08,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175326005,Turtle Mountain Community College (ND) seeks an Environmental Science Instructor.  Responsibilities will include instructing 15 credits hours per semester; preparing course materials; and maintaining office hours.  Qualifications include a minimum of a Master's degree and three years of teaching experience in a community college setting.  The position is open until filled.,Jobs & Internships
"Asst/Assoc Prof, Business, Orgs & Society, Franklin & Marshall College",Jul 30 2010 - 1:52pm,"July 24, 2008",7/24/08,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175326012,"Franklin & Marshall College (PA) seeks applications for a tenure-track position in the area of Sustainability at the Assistant or Associate rank.  Applicants should possess or be close to completing a doctorate in any functional area of business or a related social science discipline.  Review of applications will begin August 1, 2008, and will continue until the position is filled.",Jobs & Internships
"Sustainability Programs Coordinator, U Notre Dame",Jul 30 2010 - 1:52pm,"July 24, 2008",7/24/08,,,https://jobs.nd.edu/applicants/jsp/shared/frameset/Frameset.jsp?time=1216842472138,"The University of Notre Dame (IN) is seeking a Sustainability Programs Coordinator to work with the Director of Sustainability to implement sustainability-related programs in line with the University's sustainability vision and strategic goals. The successful candidate will liaise with business operations departments and other university areas to evaluate internal and external project proposals, coordinate project execution, manage costs, and track benefits. Additionally, s/he will manage the Green Loan Fund, and track key sustainability indicators.  A Bachelor's and Master's degree in a related field is required.  Preference will be given to candidates with degrees in Finance, Engineering, or the Sciences.  The position is open until filled.",Jobs & Internships
"Environmental Sustainability Manager, U Dayton",Jul 30 2010 - 1:52pm,"July 31, 2008",7/31/08,,,http://campus.udayton.edu/~jobopps/Environmental%20Sustainability%20Coordinator-P8090.htm,"The University of Dayton (OH) invites applications for the position of Environmental Sustainability Manager.  The Environmental Sustainability Manager will be responsible for the implementation, coordination, and advancement of existing and emerging sustainability programs and initiatives.  The principle function will be to implement sustainable programs that continually decrease the impact that the university community has on the environment. The successful candidate should have a Bachelor’s degree in a related field and a demonstrated commitment to proactive work on environmental issues.  Applications are due August 7, 2008.",Jobs & Internships
"Subject Matter Expert, Sustainable Organizations, South U",Jul 30 2010 - 1:52pm,"July 31, 2008",7/31/08,,,http://chronicle.com/jobs/id.php?id=0000567900-01&pg=s&cc=,"South University (PA) seeks a Subject Matter Expert to be responsible for creating and/or reviewing design documentation for South University's Sustainable Organizations programs.  The Subject Matter Expert will work closely with a team of South University Academic Affairs personnel and other education experts to refine the program components to meet the needs of South University's student population within time and resource budget requirements. As an expert in a wide range of Sustainable Organizations, Sustainability, and Conservation educational and program domains, the Subject Matter Expert will develop written deliverables including the catalog program description, program outcomes, course descriptions, and program assessment plan.  A Graduate or terminal degree in Sustainable Organizations, Sustainability, Conservation, or a closely related field is required.",Jobs & Internships
"Director, Center for Sustaining Agriculture and Natural Resources, Washington State U",Jul 30 2010 - 1:52pm,"July 31, 2008",7/31/08,,,http://csanr.wsu.edu/NOV_CSANR2008.pdf,"The Washington State University Center for Sustaining Agriculture and Natural Resources seeks a Director with a faculty rank of Associate Professor or Professor.  Reporting to the Dean of the College of Agriculture, Human, and Natural Resource Sciences and to the Associate Vice President and Dean of the WSU Extension, the Director will provide dynamic and visionary leadership to the Center; serve as a visible spokesperson for WSU sustainable agriculture, food and natural resource programs; and provide effective administration and management of personnel, facilities and budgets that promotes efficiency, effectiveness, and accountability.  The successful candidate should have an earned Ph.D. in any discipline related to sustainable agriculture and be qualified for an appointment as an associate professor or professor.  Review of applications will being October 3, 2008.",Jobs & Internships
"Faculty, Energy and Environmental Policy, Stanford U",Jul 30 2010 - 1:52pm,"July 31, 2008",7/31/08,,,http://chronicle.com/jobs/id.php?id=0000567100-01&pg=s&cc=,"The Freeman Spogli Institute for International Studies at Stanford University (CA) seeks an outstanding scholar for a faculty appointment as a senior fellow who will serve as director of the Program on Energy and Sustainable Development (PESD).  Applicants should possess an international reputation in energy or climate change policy research as well as demonstrated ability to manage an organization. The senior fellow would build upon and extend into new areas the current PESD research agenda, which includes study of regulatory regimes addressing climate change, the role of national oil companies in the world oil market, global coal markets in a carbon-constrained world, and delivery of modern energy to the poor. Qualification for a senior fellow position involves an academic review equivalent to the rank of associate professor.  Applications are due October 15, 2008.",Jobs & Internships
"Assistant Professor, Global Environmental Politics, U Puget Sound",Jul 30 2010 - 1:52pm,"July 31, 2008",7/31/08,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175327129,"The University of Puget Sound (WA) invites applications for the position of Assistant Professor of Global Environmental Politics.  Teaching responsibilities include the introductory ""environment and society"" course, a senior seminar, and other specialized courses in the candidate's area of expertise. The successful candidate will take an active and collaborative role in the growing Environmental Policy and Decision Making Minor and the new Sound Policy Institute, sharing responsibility for curriculum planni",Jobs & Internships
"Assistant Professor, School of Business and Economics, U New Hampshire",Jul 30 2010 - 1:52pm,"July 31, 2008",7/31/08,,,http://chronicle.com/jobs/id.php?id=0000567610-01&pg=s&cc=,The Whittemore School of Business and Economics at the University of New Hampshire invites applications for a tenure-track Assistant Professor position in Strategic Management for Fall 2009 with a focus on sustainable business and ethics. Applicants must have an earned Ph.D. degree in Strategic Management or a related field by the appointment date.  Preference will be given to applicants with research and teaching interests in entrepreneurial and ethical sustainable business practices.  The review of applications will begin immediately and will continue until the position is filled.,Jobs & Internships
"Sustainability Projects Coordinator, U Vermont",Jul 30 2010 - 1:52pm,"July 31, 2008",7/31/08,,,https://www.uvmjobs.com/applicants/jsp/shared/frameset/Frameset.jsp?time=1217420306806,"The University of Vermont invites applications for the position of Sustainability Projects Coordinator.  The Sustainability Projects Coordinator will oversee, organize, and implement operational services in support of major projects and programs for the Office of Sustainability.  S/he will also oversee financial and administrative functions of the office and supervise temporary staff and interns.  Qualifications include a Bachelor's degree in a related field and two to four years of related experience.  Review of applications begins immediately and will continue until the position is filled.",Jobs & Internships
"Sustainability Manager, Cuyahoga Community College",Jul 30 2010 - 1:52pm,"July 31, 2008",7/31/08,,,https://careers.tri-c.edu/applicants/jsp/shared/frameset/Frameset.jsp?time=1217519606732,"Cuyahoga Community College (OH) seeks a Sustainability Manager to oversee and develop a website, brochures, newsletters, and other promotional literature related to sustainability; to reach out to local and state agencies, communities, and other community colleges to network and gain information regarding their programs and what the College's sustainability direction should be; and to serve as an advocate and lead the efforts to develop a college-wide sustainability plan.  A Bachelor's degree and a minimum of four years involvement in sustainability initiatives are required.  The position is open until filled.",Jobs & Internships
"Manager, Sustainability Programs, Pennsylvania State U",Jul 30 2010 - 1:52pm,"August 21, 2008",8/21/08,,,http://chronicle.com/jobs/id.php?id=0000568530-01&pg=s&cc=,"The Pennsylvania State University Office of the Physical Plant is seeking a Manager for Sustainability and Environmental Stewardship Programs.  The successful candidate will encourage, facilitate, and coordinate sustainability programs initiated by students, faculty, and staff; develop, plan, and present programs, seminars, and workshops related to sustainability to Penn State, local, regional, and national audiences; assist in the development of long-range plans for sustainability at Penn State; and work with university departments and constituents to improve environmental stewardship across Penn State.  A Master's degree or equivalent is required, plus three years of work-related experience.  Resume review will begin September 1, 2008.",Jobs & Internships
"Assist Specialist, Sustainable Agrifood Systems, UC Santa Cruz",Jul 30 2010 - 1:52pm,"August 21, 2008",8/21/08,,,http://www2.ucsc.edu/ahr/academic_employment/jobs/T09-15.pdf,"The University of California, Santa Cruz Center for Agroecology and Sustainable Agrifood Systems (CASFS) is accepting applications for a Sustainable Agrifood Systems Assistant Specialist. Under the general direction of the CASFS Assistant Director, the Assistant Specialist will coordinate the implementation of model education and public service efforts on sustainable agrifood systems on UC campuses and regionally. Funded through a one-year grant, the Assistant Specialist will participate in a project team to design and implement education strategies and programs in institutions of higher education beginning with UC campuses.  Qualifications include a Bachelor's degree in relevant field and demonstrated ability to work effectively on a project team, work independently, and work on multiple projects simultaneously.  Appointment is for one year with potential for reappointment, contingent upon the availability of funding and a positive performance review. Applications are due August 30, 2008.",Jobs & Internships
"Assoc Specialist, Sustainable Agrifood Systems, UC Santa Cruz",Jul 30 2010 - 1:52pm,"August 21, 2008",8/21/08,,,http://www2.ucsc.edu/ahr/academic_employment/jobs/T09-16.pdf,"The University of California, Santa Cruz Center for Agroecology and Sustainable Agrifood Systems (CASFS) is accepting applications for a Sustainable Agrifood Systems Associate Specialist. Under the general direction of the CASFS Director, the Associate Specialist will research and develop educational projects and materials on sustainable food systems, coordinate and edit a book, manage a campus-based agrifood seminar, oversee participatory research projects, help develop research collaborations, and participate in social science research and education development for the Center.  Qualifications include a Ph.D. in sociology, geography, social anthropology, public health, or related social-science field; a strong record of academic research and scholarly publications in a social science discipline; and experience writing research proposals.  Appointment is for one year with potential for reappointment, contingent upon the availability of funding and a positive performance review.  Applications are due August 30, 2008.",Jobs & Internships
"Director, Center for Environmental Policy, Bard College",Jul 30 2010 - 1:52pm,"August 21, 2008",8/21/08,,,http://chronicle.com/jobs/id.php?id=0000567807-01&pg=s&cc=,"The Bard College (NY) Center for Environmental Policy is seeking a Director who will provide dynamic intellectual and administrative leadership for the Center and its graduate program. The Center offers an M.S. degree and engages the community on regional, national, and international environmental policy issues.  Responsibilities include fundraising and developing collaborations with regional environmental centers, NGOs, government agencies, and private sector firms.  A Ph.D. or terminal degree and a distinguished record of scholarship is required.",Jobs & Internships
"Director, Environmental Studies, Wofford College",Jul 30 2010 - 1:52pm,"August 21, 2008",8/21/08,,,http://chronicle.com/jobs/id.php?id=0000568172-01&pg=s&cc=,"Wofford College (SC) seeks applicants for the position of Director of Environmental Studies.  The director will coordinate the work of participating faculty members and chair the ES oversight committee. Ideal candidates will have experience in multidisciplinary work, published research, and demonstrated teaching effectiveness. A Ph.D. is required in an appropriate area of science such as biology, chemistry, physics, ecology, geology, forestry, or toxicology.  Candidates must have a strong background in field-based work and commitment to utilizing our newly acquired green space and facilities.  Deadline for application is November 1, 2008.",Jobs & Internships
"Chair, Climate Change and Conflict, U New Brunswick",Jul 30 2010 - 1:52pm,"August 21, 2008",8/21/08,,,http://www.geog.uvic.ca/dept/cag/jobs.htm#L766,"The University of New Brunswick is pleased to announce the establishment of The Gregg Centre Chair in Climate Change and Conflict for Emerging Scholars, a new research position affiliated with The Brigadier Milton F. Gregg, VC, Centre for the Study of War and Society.  UNB is looking for a dynamic and innovative young scholar to hold this new research Chair. The Gregg Centre encourages applications from recently completed PhDs who have already demonstrated excellent potential as scholars in the emerging field of climate change and conflict, and from those in any of a wide variety of related fields -- such as, but not restricted to, international relations, geography, anthropology, and climatology -- who want to focus on climate change and conflict. Review of applications will begin January 1, 2009, and a candidate will be appointed by July 1, 2009.",Jobs & Internships
