Title,Post date,Application Deadline,Issues,Institution(s),Other Organization(s),URL,Body,All terms
"Director, Masters in Sustainable Design Program, Philadelphia U",Mar 31 2010 - 2:09pm,"May 30, 2010",4/5/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175426561,Philadelphia University (PA) is seeking applicants for the new director of the masters in sustainable design program in the School of Architecture. The director will be a dynamic colleague who will provide leadership and administration for the Sustainable Design Program in its context within the existing and emerging graduate and undergraduate programs. Applicants should have a terminal degree in architecture and should be licensed/registered for practice. LEED AP certification is desirable. Review of applications will begin immediately and continue until position is filled.,Jobs & Internships
"Dir, Sustainability, Lehigh Valley Assoc. of Independent Colleges",Mar 31 2010 - 2:20pm,"May 30, 2010",4/5/10,,,http://chronicle.com/jobs/0000630699-01,"Lehigh Valley Association of Independent Colleges (PA), a consortium of six  
private colleges, seeks a director of sustainability initiatives for three  
colleges: DeSales University, Lehigh University, and Moravian College. The  
director will provide leadership in shared sustainability and energy  
priorities. Candidates should have a bachelor's degree in an appropriate  
area, three years experience, and excellent communication skills.  
Applications are due April 15, 2010.",Jobs & Internships
"Manager, Campus Energy and Sustainability, Carleton College",Mar 31 2010 - 2:28pm,"May 30, 2010",4/5/10,,,http://apps.carleton.edu/campus/human_resources/job_openings/?job_id=618637,"Carleton College (MN) is hiring a new manager of energy and sustainability to provide leadership to the campus energy program and utility systems. This position will develop strategies to embed principles of sustainability—especially in the areas of energy management and conservation—in the operation of the College, both in its role as a place of learning and research, and as a member of the local community. Applicants should have a degree in engineering, along with 5-10 years of proven accomplishment and experience with the planning, development, design, implementation, and management of complex capital projects and experience with facility management and operations. Applications should be submitted by April 30, 2010.",Jobs & Internships
"Web Design Specialist, Illinois CC Sustainability Network",Mar 31 2010 - 2:48pm,"May 30, 2010",4/5/10,,,http://jobs.greenbiz.com/job/web-design-specialist-grayslake-il-iccsn-50f7a3914b/?d=1&source=site_home,"The Illinois Community College Sustainability Network (ICCSN) is seeking a new web design specialist. The position will be responsible for delivering and maintaining a sophisticated, robust and user-friendly web resource that meets a wide variety of existing and emerging educational, outreach, and coordination needs across the ICCSN. The position will also be responsible for ensuring that the ICCSN web team undertakes all programming, database development, graphics, design, writing, and content development associated with the ICCSN website. Applicants should have programming experience, experience in project managing and delivering large, and complex web projects.",Jobs & Internships
"Web Design Assistant, Illinois CC Sustainability Network",Mar 31 2010 - 2:55pm,"May 30, 2010",4/5/10,,,http://jobs.greenbiz.com/job/web-design-assistant-grayslake-il-iccsn-5981e2b5a8/?d=1&source=site_home,"The Illinois Community College Sustainability Network is hiring a new web design assistant. The successful applicant will be responsible for supporting the web master in all programming, database development, graphics, design, writing, and content development associated with the ICCSN website. Applicants should have programming experience, experience in project managing and delivering large, and complex web projects.",Jobs & Internships
"12 Regional Field Organizers, Real Food Challenge",Mar 31 2010 - 3:03pm,"May 30, 2010",4/5/10,,,http://realfoodchallenge.org/RFO,"The Real Food Challenge is seeking up to 12 regional field organizers. The organizers provide direct support to student organizing efforts, extending the network to additional campuses, and planning regional events. All Regional Field Organizers serve for one school year and are expected to commit an average of 10-12 hours a week. Applicants should be current students or recent graduates.",Jobs & Internships
"National Team, Real Food Challenge",Mar 31 2010 - 3:28pm,"May 30, 2010",4/5/10,,,http://realfoodchallenge.org/national_team,"The Real Food Challenge is looking for students to join its National Team. Members will be a part of strategy discussions, help out with event-planning, and will have many opportunities to hone their public speaking, fundraising, and facilitation skills. Through their work, members will also act as bridges to other organizations, companies, and individuals in the food movement. Applicants should be able to participate in quarterly conference call ""clusters,"" usually three calls in close succession, and other tasks. Nominations and applications are being accepted on a rolling basis.",Jobs & Internships
"Summer 2010 Intern, OurEarth.org",Mar 31 2010 - 3:50pm,"May 30, 2010",4/5/10,,,http://www.ourearth.org/students/default.html,"OurEarth.org is accepting applicants for its summer 2010 internship position. Internships are focused on expanding the OurEarth.org website and organization. The program allows students to choose from a number of projects, take part in entrepreneurial activities, and work with many students from around the country in a large-scale grassroots initiative. Graduate and undergraduate students are welcome to apply. The application deadline is April 30, 2010.",Jobs & Internships
"Energy Manager, Chapman U",Apr 7 2010 - 9:24am,"June 6, 2010",4/12/10,,,http://web.chapman.edu/HR/jobListing/details.aspx?job=12-10,"Chapman University (CA) seeks an energy manager to manage campus sustainability and energy management programs. Reporting to the director of facilities management, the successful candidate will identify, recommend, and manage various sustainability and energy savings projects and strategies; assure that all energy and conservation rebates and other incentives are claimed and received; research and propose alternate energy sources for campus utilities; and work with CU students, faculty, and staff to educate and motivate in areas of sustainability. Qualifications include a bachelor's degree in a related technical, scientific, environmental, or engineering discipline or equivalent combination of education and experience; five years of hands on experience in implementing analogous programs; and experience directly related to the duties and responsibilities specified.",Jobs & Internships
"Sustainability Coordinator, American U",Apr 7 2010 - 9:32am,"June 6, 2010",4/12/10,,,https://jobs.american.edu/JobPosting.aspx?JPID=209,"The American University (DC) Office of Sustainability is seeking a sustainability coordinator who acts as a facilitator for sustainability initiatives on campus and will provide the leadership, community organizing, administrative support, and coordination appropriate to develop, maintain, and enhance environmental stewardship, sustainability efforts, and culture within the campus community and among its constituencies. This position requires extensive collaboration with students, faculty, and staff and the ability to establish connections and partnerships around a variety of projects. This position requires use of database, spreadsheet, and presentation software and the facilitation of presentations. A bachelor's degree in Environmental Studies or a related area or significant related training and work experience is required. A master's degree is preferred. The position is open until filled.",Jobs & Internships
"Environmental Sustainability Director, Smith College",Apr 7 2010 - 9:35am,"June 6, 2010",4/12/10,,,http://chronicle.com/jobs/0000631563-01,"Smith College (MA) seeks an environmental sustainability director. Reporting to the vice president for finance and administration, the director will be responsible for actively promoting and facilitating sustainability activities across campus, collaborating with students, staff, faculty, and relevant committees and communicating regularly with members of the campus community. Working with campus stakeholders, the successful candidate will coordinate and advocate for Smith's integration of sustainable principles and practices into campus operations and procedures. S/he will also promote, track, and report progress on implementation of the College's sustainability plan.  A bachelor's degree and five years of experience relevant to the position is required. Review of applications will begin immediately.",Jobs & Internships
"Sustainability Specialist, Waubonsee CC",Apr 8 2010 - 10:07am,"June 7, 2010",4/12/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175427810,"Waubonsee Community College (IL) seeks a sustainability specialist to serve as the liaison to the Illinois Community College Sustainability Network; coordinate Sustainability Work Group meetings; facilitate meetings with instruction, operations, and workforce development on the topic of sustainability.  S/he will also establish plans for a sustainability center and help design new curriculum for courses and workshops about sustainability. A bachelor's degree in environmental studies, environmental science, sustainability, or a related field is required, as is two years of experience working with environmental issues. Applications are due April 22, 2010.",Jobs & Internships
"Energy Management Supervisor, U North Texas",Apr 8 2010 - 10:11am,"June 7, 2010",4/12/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175427530,"The University of North Texas invites applications for its energy management supervisor position.  The energy management supervisor will be responsible for the 24 hour/365 day operation of the computerized energy management system which includes hardware maintenance, software programming for the heating, ventilation, and air conditioning (HVAC) for over three million square feet in 49 maintenance buildings. Some of the primary responsibilities will include: the supervision of the university's energy savings Performance Contract implementation, vendor interface, equipment selection, training of UNT personnel, and technical problem solving. The successful candidate will also maintain an energy conservation program on an ongoing basis and provide support to campus sustainability initiatives.  Minimum qualifications include a high school diploma/GED equivalent and five years of experience in a related maintenance/repair field. The position is open until filled.",Jobs & Internships
"Manager, Center for Environmental Excellence, U Texas Arlington",Apr 8 2010 - 10:17am,"June 7, 2010",4/12/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175428113,"The University of Texas at Arlington seeks a manager for its Center for Environmental Excellence.  The successful candidate will perform functions associated with servicing environmental grants and contracts; schedule and coordinate the activities of staff; supervise support staff and students; manage processes associated with the financial and quality assurance aspects of the environmental grants and contracts; and develop and manage relationships with affiliate organizations.  A bachelor's degree, two years of management/supervisory experience, and three years of experience in the field of environmental regulatory enforcement are required. The position is open until filled.",Jobs & Internships
"Asst Professor, General & Environmental Science, Peirce College",Apr 8 2010 - 10:26am,"June 7, 2010",4/12/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175427650,"Peirce College (PA) invites applications for a nine-month assistant professor position to teach undergraduate courses in general and environmental science.  S/he will teach five courses each Fall and Spring Term.  A Ph.D/Ed.D in environmental science or a related academic field is required, as is college teaching experience. The position is open until filled.",Jobs & Internships
"Program Coordinator, Env'l Sciences, U California Santa Cruz",Apr 8 2010 - 10:31am,"June 7, 2010",4/12/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175427541,"The University of California Santa Cruz seeks a program coordinator for its Inquiry-Based Learning in Environmental Sciences Program. The successful candidate will oversee and perform the full range of daily administrative and support activities for the GK-12 Graduate Training Program including creation of promotional materials, website and database support and updates, meeting planning and logistics, and communication aspects between the program directors, parents, and schools. The program coordinator should have experience in collaborating successfully with various individuals and organizations and in working with a diverse group of staff, faculty, students, and parents. Other qualifications include a working knowledge in writing, editing, and graphics skills for preparing informational, promotional, and educational materials and reports; demonstrated experience using general office systems and following established office procedures; and a demonstrated ability to prioritize and achieve results.  The position is open until filled.",Jobs & Internships
"Assoc Dean, Sustainable Energies Career Prgms, Black Hawk College",Apr 8 2010 - 10:34am,"June 7, 2010",4/12/10,,,http://chronicle.com/jobs/0000631777-01,"Black Hawk College seeks an associate dean to plan, implement, and evaluate programs and curricula that will achieve student learning outcomes. The associate dean has the responsibility for the development, implementation, administration, and maintenance of sustainable energies career programs and monitors and coordinates the program accountability. S/he will also develop and maintain partnerships and relationships with industries, community organizations, and educational institutions. A master's degree is required, as is five years of college-level teaching experience. The deadline to apply for this position is April 21, 2010.",Jobs & Internships
"Instructor, Sustainable Energy Technology, Montana State U",Apr 8 2010 - 10:36am,"June 7, 2010",4/12/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175428162,"Montana State University-Northern College of Technical Sciences is seeking a progressive, innovative, high-energy, dedicated professional to serve as the sustainable energy technology instructor.  S/he will develop and teach courses in a program leading to a degree in sustainable energy. Topics will include power generation using wind, photovoltaic, fuel cell, or other forms of sustainable energy. Specific courses include electronics, electrical, and mechanical system fundamentals, troubleshooting, and repair. A bachelor's degree in engineering, industrial technology, or energy production related fields or the equivalent industrial experience is required. Screening of applicants will begin immediately and continue until the position is filled.",Jobs & Internships
"Manager, Sustainable Prisons Project, Evergreen State College",Apr 8 2010 - 10:39am,"June 7, 2010",4/12/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175427712,"Evergreen State College (WA) seeks applicants for its sustainable prisons project manager position. The manager will develop, expand, and evaluate initiatives that promote the sustainability of corrections facilities that will, in turn, improve offender behavior, reduce recidivism, enhance career possibilities for inmates in Washington State, and increase educational opportunities for students and faculty at the College. Closing date for the position is April 26, 2010.",Jobs & Internships
"Intern, Program Assistant, Lucid Design Group",Apr 16 2010 - 10:44am,"June 15, 2010",4/19/10,,,http://www.luciddesigngroup.com/jobs.php#intern2,"The Lucid Design Group invites applicants for its summer 2010 program assistant internship. The intern will be responsible for assisting the customer programs manager with the development and launch of the Campus Conservation Nationals (CCN), a national college and university residence hall electricity and water reduction competition. This will involve creating guides and documents that outline best practices for campus organizing and executing a residence hall resource challenge; assisting the development of campus organizing webinars; tracking and managing content on the participant’s Dashboards; updating the CCN website with materials and information about the competition process; helping to develop promotional materials and press kits; answering questions from participating schools about the competition process; and creating and managing social networking sites for promoting the competition to participating schools. Qualifications include strong research and writing skills, ability to work independently on assigned tasks, excellent interpersonal and communication skills, and a strong personal interest in sustainability and clean technology. Applications are due April 30, 2010.",Jobs & Internships
"Farm Manager & Director of Educational Prgms, Paul Quinn College",Apr 16 2010 - 4:08pm,"June 15, 2010",4/19/10,,,http://sustainablefoodjobs.wordpress.com/2010/04/06/texas-paul-quinn-college-seeks-farm-manager/,"Paul Quinn College (TX) seeks a farm manager and director of agricultural programs to help build a sustainable food/social entrepreneurship program at the oldest historically black college or university (HBCU) west of the Mississippi River. The director of agricultural programs will be responsible for: (1) managing the production and education gardens; (2) overseeing volunteers, interns, and apprentices working on the farm; (3) coordinating the distribution of farm products to Paul Quinn’s various constituencies; and (4) servicing the relationship with the College's corporate partner. Qualifications include experience managing an organic farm, managing the distribution and sale of farm products, and educating and supervising workers on the farm. The position is open until filled.",Jobs & Internships
"Adjunct Instructor, Environmental Science, Everest College",Apr 16 2010 - 4:31pm,"June 15, 2010",4/19/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175430014,"Everest College (VA) invites applications for an adjunct instructor position in environmental science.  General duties include maintaining a teaching assignment for class, planning course instruction based upon approved syllabus/outline, and distributing a copy of the class calendar to all students at the first class meeting.  A Master's degree in environmental science is required. The position is open until filled.",Jobs & Internships
"Part-Time Instructor, Env'l Technologies, Ventura County CCD",Apr 16 2010 - 4:40pm,"June 15, 2010",4/19/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175429690,"Ventura County Community College District (VA) seeks a part-time instructor to teach environmental technology courses.  The successful candidate will teach concepts of applied solar technology in the classroom and laboratory; prepare students with the qualifications, knowledge, and skills to demonstrate industry competencies and meet growing energy management needs; and collaborate with the College's department and staff as well as local industry partners to promote student learning and participate in educational facility planning related to solar technology and photovoltaic systems. A bachelor's degree and two years of experience or an equivalent combination of school and experience is required.  The position is open until filled.",Jobs & Internships
"Director, Institute for Env'l Studies, U Southern California",Apr 16 2010 - 4:49pm,"June 15, 2010",4/19/10,,,http://chronicle.com/jobs/0000631792-01,"The University of Southern California College of Letters, Arts, and Sciences is seeking an inspirational, energetic, and entrepreneurial leader to be the next Director of the USC Wrigley Institute for Environmental Studies (WIES). The Director of WIES will lead the research, education, and outreach missions of WIES on USC's main campus in Los Angeles as well as at its Santa Catalina Island facility, the Philip K. Wrigley Marine Science Center, the George and MaryLou Boone Center for Science and Environmental Leadership (both on Catalina Island), and the USC Sea Grant program. Additionally, the Director will play a leadership role in planning and implementing an expansion of academic and research programs in environmental studies at USC including tighter integration among WIES, an enhanced Environmental Studies program, and emerging initiatives across the University. Applications will be accepted until the position is filled.",Jobs & Internships
"Junior Fellow, Environmental Studies, Bennington College",Apr 16 2010 - 4:52pm,"June 15, 2010",4/19/10,,,http://chronicle.com/jobs/0000632000-01,"Bennington College (VT) seeks a full-time junior fellow in environmental studies (ES) to closely work with the program director on further developing the new and growing program. The junior fellow will assist with developing research projects, coordinate the ES Colloquium and other speaker series, mentor ES students, coordinate internships, serve as liaison with other campus groups and the local community, and provide general continuity within the program. The position requires a bachelor's degree in environmental studies or a related area with a preference for candidates with a familiarity with Bennington College.",Jobs & Internships
"Director, Sustainability, Broward College",Apr 16 2010 - 4:55pm,"June 15, 2010",4/19/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175429519,"Broward College (FL) seeks a director of sustainability to help integrate sustainability into all aspects of the College's teaching and operational goals.  A bachelor's degree in environmental studies or a related degree is required.  Applications are due April 20, 2010.",Jobs & Internships
"Educational Outreach Coord, Office of Sustainability, Yale U",Apr 23 2010 - 10:03am,"June 22, 2010",4/26/10,,,http://sustainability.yale.edu/employment-opportunities,"The Yale University (CT) Office of Sustainability seeks an educational outreach coordinator to lead the Office's efforts to engage the campus community and change behaviors necessary to model the best sustainability practices. She or he will provide oversight and management for student research assistants as well as guidance to the university-wide outreach program. Responsibilities will include oversight of a student sustainability education program and a staff sustainability leadership program comprised of volunteers, creative and innovative campaign development, web-based training modules, and support for the conceptual and practical development of the campus as a living laboratory. A bachelor's degree in a related field and a minimum of four years professional experience or the equivalent combination of education and experience is required.",Jobs & Internships
"Intern, Environmental Center, Fort Lewis College",Apr 24 2010 - 6:23pm,"June 23, 2010",4/26/10,,,http://www.fortlewis.edu/community_culture/ec/default.aspx,"The Fort Lewis College (CO) Environmental Center (EC) is seeking an intern to  
work full-time from August 16, 2010 to May 6, 2011. The Environmental Center  
internship is a multifaceted position designed to provide professional  
training in all aspects of environmental non-profit work, with a specific  
focus on engaging the campus community on sustainability issues. The EC  
intern will gain experience with outreach and public involvement, media and  
communications, organizing events and educational programs, managing campus  
and community projects, fundraising, and administration. Applicants should be  
in the final stages of an undergraduate degree program or already possess a  
bachelor’s degree. Applicants should have some knowledge of campus  
sustainability. Previous experience with a college/university environmental  
program or club, environmental studies department, or campus recycling  
program is desired. The intern will receive on-campus housing, a stipend of  
$5,700.00, and an Americorps education award of $2,362.50. Complete  
applications should arrive by June 1, 2010.",Jobs & Internships
"Director, Sustainability, College of Saint Benedict",Apr 24 2010 - 6:48pm,"June 23, 2010",4/26/10,,,http://chronicle.com/jobs/0000633416-01,"The College of Saint Benedict (MN) invites applications for the position of director of sustainability. Reporting to the vice president of finance and administration, and guided by the Sustainability Committee, the successful candidate will evaluate, coordinate, and develop the college's activities related to sustainability. This will include but is not limited to: responsible environmental programming, including: education, policies, recycling, communication, purchasing, programming, and procurement. The director will also work to fulfill requirements of the American College and University Presidents' Climate Commitment. A master's degree in an environmental or related field is required, as is 5 - 8 years experience in campus sustainability, energy conservation, environmental management, or facilities management.",Jobs & Internships
"Faculty, Water Sustainability Engineering, U Iowa",Apr 24 2010 - 6:51pm,"June 23, 2010",4/26/10,,,http://chronicle.com/jobs/0000633446-01,"The College of Engineering at the University of Iowa seeks to expand its expertise and leadership in water sustainability and invites applications for a full-time tenure track appointment. The position is targeted at the Assistant Professor level but all ranks will be considered. Applicants with backgrounds in chemical, civil, electrical, environmental, or mechanical engineering are encouraged to apply. Areas of expertise and interest include, but are not limited to: innovative water treatment technologies; environmental sensors; and water delivery, use and reuse systems at their nexus with energy, the environment, and health. Applications will be continued to be reviewed until the position is filled.",Jobs & Internships
"Assistant Professor, Environmental Science, Middlesex CC",Apr 24 2010 - 6:54pm,"June 23, 2010",4/26/10,,,http://chronicle.com/jobs/0000633493-01,"Middlesex Community College (CT) seeks applicants for an assistant professor of environmental science position. A Master of Science degree in environmental science or a related field along with four years of college teaching experience is required.  The letter of application should be postmarked by May 25, 2010.",Jobs & Internships
"Assistant Director, Sustainability, Indiana U",Apr 24 2010 - 7:00pm,"June 23, 2010",4/26/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175431354,"Indiana University seeks an assistant director of sustainability to assist with all aspects of campus sustainability, including interaction with academic and operational programs, faculty and student groups, long-range planning, event planning, communication, and finance. The successful candidate will coordinate the sustainability internship program including planning and coordination for research topics. S/he will mentor, schedule, hire, evaluate, and arrange seminars and symposia for approximately 15 academic year and 15 summer interns. Other duties include managing office procurement, travel, event planning, communications, newsletters, blogs, mailing lists, and the website. A bachelor's degree in a field relevant to sustainability and two to five years experience implementing sustainability programs or programs in a related field are required.",Jobs & Internships
"Campus Sustainability Director, Prescott College",Apr 29 2010 - 10:07am,"June 28, 2010",5/3/10,,,http://www.prescott.edu/employment/index.php?action=viewSummary&jobID=59,"Prescott College (AZ) invites applications for a campus sustainability director position.  The successful candidate will be responsible for developing, coordinating, documenting, and communicating sustainability initiatives at the College. S/he will also facilitate conversations across the college constituencies related to sustainability, including the integration of on-the-ground projects with the academic curriculum. Serving as liaison to the co-chairpersons of the Sustainability Exploration and Education Development (SEED) Committee,  the director is responsible for the general administration of the Committee, and serves as the Committee’s executive secretary. The director will report to the executive vice-president of Prescott College and sits on the Administrative Council. At least five years of direct experience in the higher education sustainability sphere is required, as is knowledge of sustainability issues and best perspectives and practices, including comprehensive understanding of ecological, social, and economic aspects of sustainability, particularly at the interface between higher education and society. A graduate degree in a sustainability-related field is also required. The position is open until filled.",Jobs & Internships
"Resource Center Intern, AASHE",Mar 26 2010 - 11:10am,"June 29, 2010",3/29/10,,,http://www.aashe.org/highlights/jobs/resource-center-intern-job-posting,"AASHE seeks an intern for the Spring/Summer of 2010 to help with the development of the AASHE Resource Center and to work on multiple projects involving sustainability in higher education. The selected intern may also assist in various other duties in the Lexington, KY office. Requirements include strong written and oral communication skills, internet research skills, and attention to detail among others. Interns should be able to work out of the Lexington, Kentucky office. The position is open until filled.",Jobs & Internships
"Membership Coordinator, AASHE",Mar 28 2010 - 5:29pm,"June 29, 2010",3/29/10,,,http://www.aashe.org/highlights/jobs/membership-coordinator-job-ad,"AASHE seeks a membership coordinator to assist with the development and growth of AASHE’s membership and the maintenance of an accurate and useful customer relationship management database. Requirements include experience using a customer relationship management (CRM) database (Salesforce preferred), intermediate to advanced knowledge of Excel, basic website editing skills, accuracy and attention to detail and strong analytical skills, and a bachelors degree or equivalent experience.  Candidates should be able to work out of the Lexington, Kentucky office. The position is open until filled  and the screening of applications begins on April 7, 2010.",Jobs & Internships
"Projects Coordinator, Strategic Energy Innovations",Apr 30 2010 - 2:42pm,"June 29, 2010",5/3/10,,,http://www.seiinc.org/about/jobs,"Strategic Energy Innovations (SEI) is seeking a Project Coordinator to  
support its programs focused on working with schools, municipal governments,  
and housing providers. Candidates should be able to work with one or more of  
the program areas: Eco-smart K-12 Schools, Eco-Smart Colleges and  
Universities; Sustainable Communities; or Green Housing. The higher education  
component consists of planning and implementing campus-based greening and  
workforce training efforts with students, staff, and program partners. The  
candidate will also support the effort to expand SEI's college/university  
models to other institutions within and beyond California. A bachelor's  
degree in a quantitative discipline, environmental studies, or related field  
or equivalent work experience is required. Applications should be submitted  
as soon as possible.",Jobs & Internships
"Instructor, Chemistry & Env'l Science, Davis & Elkins College",Apr 30 2010 - 3:21pm,"June 29, 2010",5/3/10,,,http://chronicle.com/jobs/0000632926-01,"Davis and Elkins College (WV) seeks an instructor to teach courses in chemistry and environmental science. The candidate will also teach courses in physical chemistry, environmental toxicology, and develop a new course in environmental chemistry. A Ph.D. in chemistry with a strong background in physical chemistry and an interest and background in environmental science required.",Jobs & Internships
"Instructor, Environment and Sustainability, Bowling Green State U",Apr 30 2010 - 3:33pm,"June 29, 2010",5/3/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175432609,"Bowling Green State University (OH) seeks an instructor of environment and sustainability. The fall semester will include teaching an upper-division course on inquiry-based investigations of local environmental data using Globe based techniques. Instruction of a second upper-division environmental education course on curriculum design, service learning, and field experience investigation is anticipated. The spring semester will include teaching an introductory course on environmental health science. Responsibilities also will include instruction in an introductory environmental studies course both semesters. A master's degree in an environmentally related field providing multidisciplinary expertise is required. Applications are due June 1, 2010.",Jobs & Internships
"Staff Assistant, Green Program, Harvard U",Apr 30 2010 - 3:39pm,"June 29, 2010",5/3/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175432475,"The Harvard University (MA) Green Program invites applications for a position as a staff assistant.  The successful candidate will be responsible for the coordination of the greenhouse gas reduction program in administrative and academic buildings, the development of engagement campaigns for administrative staff, the management of student interns, and the creation of outreach resources to keep the community appraised of environmental efforts and achievements. A Bachelor's of Science is required, as is one to two years of direct experience in campus sustainability, institutional change, and community engagement campaigns.",Jobs & Internships
"Energy Program Manager, U Colorado Boulder",Jun 22 2010 - 4:27pm,"June 29, 2010",6/28/10,,,https://www.jobsatcu.com/applicants/jsp/shared/position/JobDetails_css.jsp?postingId=228999,"The University of Colorado, Boulder seeks an energy program manager responsible for developing educational campaigns related to climate and energy issues for the campus community. The position will develop strategies for campus involvement in efforts to influence and advance university policy regarding energy efficiency, renewable energy and other campus sustainability goals. The successful candidate should have a bachelor’s degree in environmental studies or related field, and one year of professional experience. Applications will be accepted through June 29, 2010.",Jobs & Internships
"Publications Coordinator, AASHE",May 3 2010 - 9:36am,"July 2, 2010",5/3/10,,,http://www.aashe.org/highlights/jobs/publications-coordinator,"AASHE invites applications for its publications coordinator position.  The publications coordinator will research information, compile, write, edit, produce, and distribute publications including the AASHE Bulletin , AASHE Digest , and AASHE Bulletin: Global Edition . The successful candidate will also receive, analyze, and coordinate the implementation of sponsorship agreements related to publications.  Excellent writing and editing skills, strong analytical skills, attention to detail, professional writing work experience, and an associate's or bachelor's degree with additional relevant work experience are required. Review of applications will begin May 21, 2010, and continue until the position is filled.",Jobs & Internships
"IT Summer Intern, AASHE",May 6 2010 - 11:23am,"July 5, 2010",5/10/10,,,http://www.aashe.org/highlights/jobs/it-summer-intern,"AASHE is looking for an IT intern who can work with our database administrator to plan and implement a training and support program for the roll-out of its new Salesforce database to all staff. Candidates with experience working with Salesforce or a desire to learn more about Salesforce, and candidates who enjoy teaching technical and non-technical users are desired. The IT intern will have the opportunity to work on a suite of support projects, such as developing and leading training programs tailored to staff team needs; building a library of recorded training videos for quick reference by staff; providing real-time support to staff as they learn the new system; and improving the AASHE Salesforce user interface (proficient candidates will have the opportunity to do more under-the-hood work).  At least one year of experience using an enterprise database system is required, as is the ability to learn new software quickly. The intern will work from the business office in Lexington, Kentucky, or from a co-working center in the Durham/Chapel Hill area of North Carolina. If necessary, it may be possible for an intern to work remotely from a home office. The position is open until filled.",Jobs & Internships
"Director, Facilities Planning & Construction, Williams College",May 6 2010 - 11:37am,"July 5, 2010",5/10/10,,,http://www.diversifiedsearch.com/us/executive-opportunities/?tx_llproxy_pi1[request]=maqtp9RtYJPWm8TTxp-iocif2mfHo67L0WLF0J-Ul5KfmqKbwqeWsNKdzM-RmKmooH67gqh0X9LErdHWpqKvZXN8fG-UZXeRm2uomJBre3GUZJ5ylHhmmqZto5RnlXZmdG1utIeWoNHTn8ee3nxveZN6mH-lZG6pk3iPlWmmbV,"Williams College (MA) invites nominations and applications for the position of director of facilities planning and design. Reporting to the associate vice president for facilities, the director of facilities planning and design will develop short and long-term capital plans and will manage the College's construction portfolio. Candidates should possess a bachelor's degree. A minimum of 10 years of facilities experience in higher education or related corporate facilities with significant experience managing and empowering staff members is required. The person should have relevant master planning expertise along with a passion for incorporating sustainability principles into all daily, planning, and construction activities.",Jobs & Internships
"Coordinator, Campus Sustainability, Cleveland State U",May 7 2010 - 10:57am,"July 6, 2010",5/10/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175434238,"Cleveland State University (OH) seeks a campus sustainability coordinator to work directly with and coordinate the efforts of a coalition of senior officers, university administrators, faculty, staff, and students to integrate sustainability values and practices into the operations and culture of the University. S/he will also propose short and long term initiatives; work with university units and departments to implement initiatives; and coordinate a planning process that identifies and assesses cost effectiveness and technical feasibility of a variety of potential campus sustainability projects. A bachelor's degree in a related field and significant experience are required. The position is open until filled.",Jobs & Internships
"Director, School of Global Sustainability, U South Florida",May 7 2010 - 11:00am,"July 6, 2010",5/10/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175433216,"The University of South Florida is seeking a director for the School of Global Sustainability to fill a full-time, 12-month tenured full professor position with benefits. Candidates should have an outstanding international reputation and recognition for interdisciplinary research and scholarly activities in sustainability. Candidates should be able to demonstrate the ability to think creatively, galvanize faculty across colleges, facilitate staff, student, and alumni support, and secure significant external funding. Job duties include curriculum development, student recruitment, and the building and managing an integrated, interdisciplinary faculty team to conduct research, education, and outreach in the strategic area of global sustainability. A doctorate or equivalent in a sustainability-related discipline; five years of experience in initiating, developing, executing, and evaluating programs in educational and/or non-profit settings; five years in administration and supervision, including faculty and curricular development, budget, management, and fundraising are required.",Jobs & Internships
"Energy Manager, U Massachusetts Lowell",May 7 2010 - 11:06am,"July 6, 2010",5/10/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175433332,"The University of Massachusetts, Lowell seeks an energy manager to be responsible for campus-wide utility management and the coordination of energy programs and analysis for building occupancies. The University seeks to achieve energy and costs savings while minimizing the environmental impact through reducing the University's carbon footprint and green house gas emissions. Duties will include developing and pursing an aggressive program to reduce the University's costs for energy; recommending a program of capital and management improvements to reduce cost and environmental impact; and recommending sound policies and standards of energy conservation. A bachelor's degree in mechanical engineering, electrical engineering, or a related field with an emphasis on utilities and energy management is required. Applications are due July 28, 2010.",Jobs & Internships
