Title,Post date,Issues,Institution(s),Other Organization(s),Story Date,URL,Body,All terms
U Southern Mississippi Hires Sustainability Officer,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"The University of Southern Mississippi has hired Larry Lee as Sustainability Officer.  Lee will be responsible for establishing the University's new Office of Sustainability, which will focus on recycling, operations, and education.  Lee will also focus efforts on an educational component called EcoEagle, with the goal of incorporating educational elements into the curriculum as well as implementing other activities for students and employees.",Human Resources
Dickinson College Hires Sustainability Director,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"Dickinson College (PA) has named Neil A. Leary as the first Director of its new Center for Environmental and Sustainability Education.  Previous positions held by Leary include head of the Technical Support Unit of Working Group II of the Intergovernmental Panel on Climate Change, senior economist in the Office of Policy of the U.S. Environmental Protection Agency, and assistant professor at Middlebury College, where he also served as acting director of the Environmental Studies Program.  Leary holds master and doctoral degrees in economics from the University of Washington and a B.A. from Macalester College.",Human Resources
Drew U Hires First Sustainability Coordinator,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"Drew University (NJ) has hired Christina Notas as the school's first Campus Sustainability Coordinator.  Notas will be responsible for spearheading the University’s green initiatives and fostering a culture of environmentalism among students, faculty, and staff.  Notas, who holds a Bachelor of Science degree in environmental studies, is a recent graduate of the State University of New York College of Environmental Science and Forestry and an alumna of the New Jersey Governor’s School on the Environment.",Human Resources
17 Schools Selected to Participate in EcoCAR Competition,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"The U.S. Department of Energy, General Motors, and Natural Resources Canada has announced the 17 teams selected to participate in EcoCAR: The NeXt Challenge, a collegiate vehicle engineering competition set to begin in the Fall of 2008. EcoCAR will challenge university engineering students across North America to reengineer a Saturn VUE to achieve improved fuel economy and reduced greenhouse gas emissions, while retaining the vehicle’s performance and consumer appeal.  Participating schools include Embry Riddle Aeronautical University (FL), Georgia Tech, Howard University (DC), Michigan Technological University, Mississippi State University, Missouri University of Science and Technology, North Carolina State University, Ohio State University, Pennsylvania State University, Rose-Hulman Institute of Technology (IN), Texas Tech University, University of Ontario Institute of Technology, University of Victoria, University of Waterloo, University of Wisconsin, Virginia Tech, and West Virginia University.",Research
UC San Diego Increases Green Curriculum,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"The University of California San Diego has announced plans to offer more than 80 green seminars, workshops, and courses that cover sustainability issues this fall.  Course topics will include global warming, consumerism, alternative energy, climate change and society, and corporate social responsibility.  Nearly 200 courses with sustainability related content will be offered in total.",Research
Rockhurst U Purchases Green Computers,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"Rockhurst University (MO) has purchased 230 new computer workstations that are expected to last twice as long as PCs and will use 90 percent less energy than traditional desktops.  The new computers, which are about the size of a VHS tape, will produce less heat, cutting down on air conditioning and electricity costs. The system calls for moving the software and storage from each individual computer to five powerful servers located in the campus data center.  The Virtual Desktop Infrastructure will speed processing times, provide instant desktop recovery, and lessen the time spent on upgrades and repair.  Once the system is fully implemented, Rockhurst plans to donate more than 200 CPUs to local nonprofit organizations.",Energy
Syracuse U Develops Carpooling Incentives,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"Syracuse University (NY) Parking and Transit Services has developed a new carpool program that provides parking for two or more University employees who commute to work together.  To participate in the plan, all members of a carpool register their vehicles under one multi-vehicle permit, which will provide campus parking for one vehicle; the hanging permit is then transferred between the carpooling vehicles.",Transportation
Michigan Tech Launches Ride Share Program,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"Michigan Technological University has launched an Online Rideboard.  The new electronic ride-share program allows students, faculty, and staff to access an interactive map and find a ride or rider leaving Michigan Tech.",Transportation
13 New Campuses Sign Presidents' Climate Commitment,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"13 new institutions have signed the American College & University Presidents Climate Commitment since the last update in AASHE Bulletin. In doing so, these campuses have committed to develop comprehensive plans for achieving climate neutrality. The new signatories are: E. Gordon Gee of Ohio State University, Barbara Snyder of Case Western Reserve University (OH), Bob Kerrey of The New School (NY), David B. Ashley of the University of Nevada, Las Vegas, James R. Ramsey of the University of Louisville (KY), Steven G. Poskanzer of the State University of New York at New Paltz, Joseph L. Kennedy of the State University of New York at Canton, Dennis Dease  of the University of St. Thomas (MN), Oscar C. Page of Austin College (TX), John W. Byrd of Simpson College (IA), Michael Alexander of Lasell College (MA), Gary Tollefson of  Skagit Valley College (WA), and Judith Cardenas of Lansing Community College (MI).  565 college and university presidents and chancellors have now signed the Commitment.",Climate
Pacific U Building Receives LEED Gold,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,Pacific University's (OR) Berglund Hall has received LEED Gold certification.  Berglund Hall is the third building on campus to have received a LEED Gold rating.  The new $12 million building is home to the College of Education.,Buildings
Harford Community College Building Receives LEED Silver,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"Harford Community College’s (MD) renovation of Joppa Hall has achieved LEED Silver certification.  As a result of the LEED principles used in the renovation, Joppa Hall has reduced its energy consumption by 30%.  Green features include a storm water management system that removes pollutants from the building and parking lot runoff; three green roofs; secure bike storage and changing/shower facilities; and designated carpool parking spaces.  Additionally, 75 percent of the construction waste was recycled, healthy indoor air quality was carefully maintained during construction, and low VOC products were used.",Buildings
The College of St. Joseph Installs Green Roof,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"The College of Mount St. Joseph (OH) has installed a green roof on its library.  The roof features 8,880 plants that were obtained locally.  The Library’s green roof is designed to reduce heating and cooling costs, extend the lifespan of the roof membrane, and decrease storm water runoff and pollutants into storm sewers.",Water
Duke U Med Center Installs Green Roof,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,The Duke University (NC) has installed a green roof on its Medical Center entrance.  The diamond-shaped patch of plants is a pilot project to help the University decide whether or not to install a green roof on the $596 million hospital expansion.,Water
U Portland Renovates Outdoor Plaza With Recycled Materials,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"The University of Portland (OR) has completed a 2,500 square foot plaza renovation using recycled materials.  The grounds of the plaza were resurfaced with rubber bricks made from 100 percent recycled tires, and picnic tables made from recycled milk jugs were purchased for the newly renovated space.",Grounds
Georgian College to Build Sustainable Technologies Centre,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"Georgian College (ON) has received $6.5 million in funding from the Ontario government to complete upgrades on its Barrie campus.  The funding will help the college build an 18,000 square-foot Centre for Sustainable Technologies, which will house new and existing construction and energy-related programming and skills training.   Construction will begin by September and is expected to conclude prior to the fall 2009 semester.  The Centre for Sustainable Technologies will create a total of 153 student workstations and include space for a Design Lab, High Voltage Electrical Lab, Surveying Lab, Materials Testing Lab, Industry-based Technical Reports Laboratory, Computer Lab and Innovative Technology Lab.",Funding
UNC Wilmington Installs LEDs,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"The University of North Carolina, Wilmington has replaced 150-watt lighting pole bulbs with twin 48-watt LED energy efficient bulbs.  Additionally, the new lights at Wagoner Hall feature 24-watt LED fixtures.  Overall, the University expects savings in energy of more than 50 percent over the previous lights.",Energy
Boise State Named Best Workplace for Commuters,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"Boise State University (ID) has been named the ""Best Workplace for Commuters"" by the U.S. Environmental Protection Agency and the U.S. Department of Transportation.  The program recognizes institutions that value and support efforts to reduce traffic congestion, improve air quality and provide environmentally friendly commuting options to its employees and students.  Notable programs that assisted in Boise State earning this recognition were the free bus and shuttle programs for students, faculty and staff;",Transportation
California Campuses Receive Sustainability Awards,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"Many University of California and California State University campuses have received recognition for their sustainability efforts in areas such as building retrofits and operations, green buildings, sustainable transportation, and student sustainability programs at the Seventh Annual CSU/UC/Community College Sustainability Conference. The conference’s Best Practice Awards highlight successful and cost-effective projects on CSU and UC campuses that implement green building technologies, sustainable design strategies, and energy-efficient operations.  Campuses that received awards include Cal Poly San Luis Obispo, UC Davis, CSU Channel Islands, UC Berkeley, Sonoma State University, UC San Diego, Fresno State University, CSU Monterey Bay, San Diego State University, CSU Chico, and Humboldt State University.  Several Best Practices case studies have been posted online to showcase the award-winning projects.",Funding
Central College Receives Community Recycling Funding,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"Central College (IA) has been awarded $1,500 from the Marion County Community Foundation to promote a partnership with Pella Community Schools to purchase recycling bins for the 2008-09 school year. Central College is part of the Pella Community Schools' Green Team, a group of community members that help the school district to become more environmentally friendly.  The recycling containers will be placed in various locations in district school buildings.",Funding
Brevard CC Receives Recycling Award,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,Brevard Community College's (FL) 25 member Green Team has received Keep Brevard Beautiful's annual Recycling Award.  The team has recycled more than 35 tons of paper on campus since the program's launch in September 2007.,Waste
NWF Guide to Climate Action Planning,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"The National Wildlife Federation Campus Ecology Program has released a ""Guide to Climate Action Planning.""  The guide addresses how colleges and universities can develop and implement plans to significantly reduce their greenhouse gas emissions quickly and cost effectively.",New Resources
Campus Climate Neutrality Toolkit,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"GreenCityBlueLake has completed a campus climate neutrality toolkit that lists ideas on how to reduce greenhouse gas emissions at higher education institutions.   The toolkit was created for students, faculty, and staff that are looking for ways to infuse curriculum and campus with lessons of sustainability.",New Resources
New Issue of Sustainability: The Journal of Record,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"Mary Ann Liebert, Inc has released the August issue of Sustainability: The Journal of Record .  This month's issue features an editorial by Nancy Cantor, chancellor of Syracuse University, articles on ""Core Competencies for Sustainability Professionals"" and ""Sustainable Transportation Initiatives,"" and a profile of Butte College's sustainability efforts.",New Resources
CFP: Climate Action Planning at US & Canadian Campuses,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"The International Journal of Sustainability in Higher Education (IJSHE) and the Association for the Advancement of Sustainability in Higher Education (AASHE) have announced a call for papers for a special issue of the Journal on climate action planning at campuses in the United States and Canada. Judy Walton, AASHE's Acting Executive Director, will guest edit this special issue. Submitted articles must be between 2,000 and 4,000 words in length. The closing date for submissions is August 29, 2008.",Opportunities
RFP: Project to Accelerate Campus Climate-Change Initiatives,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"The Rocky Mountain Institute (RMI) invites U.S. colleges and universities to submit proposal applications to participate in a research project to accelerate campus climate-change initiatives. The project is an opportunity for campuses to receive assistance with their climate action plans; generate climate solutions and innovative ideas with peer campuses, RMI, and AASHE; benefit from an RMI site visit; and obtain seed funding for implementation of high-potential greenhouse-gas emissions-reduction projects in campus operations. The project aims to develop a framework that campuses can consult for guidance in the planning and implementation of a successful climate-change-mitigation initiative that is targeted to campus operations; assist participating campuses in creating plans for tangible, whole-system actions to reduce greenhouse-gas emissions from campus operations; and connect participating campuses with potential funding partners. RMI will visit ten campuses selected from those offering proposals.  The proposal deadline is September 3, 2008.",Opportunities
Champions of Sustainability in Communities Awards,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"The Sustainability Endowments Institute invites nominations for the Champion of Sustainability in Communities Award and the Sustainability Innovator Award.  The Champion of Sustainability in Communities Award will be presented to a U.S. college or university with community partnerships that demonstrate the impact of collaboration in achieving sustainability goals.   The Sustainability Innovator Award seeks to recognize a small group of highly innovative schools for their leadership in campus and/or endowment sustainability.  Those selected will be recognized in the College Sustainability Report Card 2009 scheduled for release this fall.  Nominations are due September 12, 2008.",Opportunities
The Real Food Challenge,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"The Real Food Challenge, a national campaign to redirect the $4 billion spent by colleges and universities on food each year to food that is healthy as well as local, ecologically sound, fair, and humane, invites participants for its Real Food Now! Month of Action.  Students, faculty, and staff can submit their real food events on the Real Food Challenge website.",Opportunities
Become an AASHE 2008 Supporting Institution,Jul 12 2010 - 1:35pm,8/21/08,,,"August 21, 2008",,"In an effort to encourage strong student participation at its 2008 conference, AASHE is inviting colleges and universities to become Supporting Institutions. Supporting Institutions offer to cover the cost of participation in the conference for at least one of their students, and provide $250 to support the conference. In exchange, they will be recognized in the conference website, printed program, signage and other publicity materials.",Opportunities
NWF Releases 2008 Report Card on Sustainability in Higher Ed,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"The National Wildlife Federation has released its 2008 Report Card, ""Campus Environment 2008: A National Report Card on Sustainability in Higher Education, Trends and New Developments in Leadership, Academics, and Operations.""  The 2008 Report Card, based on a survey conducted in partnership with Princeton Survey Research Associates International, reviews programs at 1,068 institutions.  The study recognizes colleges and universities for exemplary performance and awards academic letter grades (A through D)",Funding
Sierra Club Names 2008 Top Ten Green Campuses,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"An article in the Sierra Club's September/October 2008 issue of Sierra Magazine names the top ten green campuses in the U.S.  They include, Middlebury College (VT), University of Colorado at Boulder, University of Vermont at Burlington, Warren Wilson College (NC), Evergreen State College (WA), Arizona State University at Tempe, University of Florida at Gainesville, Oberlin College (OH), University of  Washington at Seattle, and Tufts University (MA).  The top schools earned points in ten categories: policies for building, energy, food, investment, procurement, and transportation; curriculum; environmental activism; waste management; and overall commitment to sustainability.",Funding
Kaplan Releases Green Schools & Green Careers Guide,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"Kaplan Publishing has released its ""College Guide 2009,"" which, for the first time, focuses on environmentally responsible schools and green careers.  The guide features 25 green private and public colleges from across the nation. The section provides students with a look inside the classroom, around campus, and at student life, while shining a spotlight on what's good for the globe at each college. The Guide also profiles 10 hot green careers -- from environmental engineering to geothermal development -- a",Funding
Surveys Show Increasing Student Commitment to Green Companies,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"Experience, Inc. has completed a survey of 2,500 college students and recent graduates.  The survey found that 81 percent of responders saw significance in working for an environmentally aware company.  The same poll found that 79 percent would probably accept a job at an eco-friendly company over a conventional one.  Another survey completed by Alloy Media + Marketing found that 41 percent of the incoming college class of 2012 prefers socially responsible brands, compared to 37 percent from last year's incoming freshman class.",Funding
"Ithaca College Receives $500,000 Sustainability Education Grant",Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"Ithaca College (NY) has received a three-year $500,000 grant from HSBC Bank USA to support sustainability education on campus.  Programs funded by the grant will include scholarships to attract incoming students from diverse backgrounds with a passion for social and environmental change; a fellowship program to recognize and reward students engaged in exemplary environmental or sustainability projects while in college; an internship and research fund for supplies and materials, student and faculty stipends, and conference expenses to deliver presentations on successful projects; and a scholar-in-residence program bringing in a series of exceptional speakers for two–day to two–week visits in order to provide students and faculty with diverse perspectives and ongoing inspiration to act on behalf of the environment.",Funding
College of the Atlantic Offers Green Business Undergraduate Prgm,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"The College of the Atlantic (ME) has begun offering an undergraduate program in Green and Socially Responsible Business.  The program aims to teach students to learn how to do well financially by doing good ecologically and socially.  The new program will be led by Jay Friedlander, who will also hold the Sharpe/McNally Chair in Green and Socially Responsible Business.",Curriculum
ASU Offers Sustainability Specialization in Undergrad Business Prgm,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"Arizona State University will offer a new Bachelor of Arts degree program in business this fall that allows freshman to specialize in sustainability, tourism management, communication or urban policy.  ASU's School of Sustainability will provide many of the classes required for the new sustainability specialization.",Curriculum
Pomona College Hires Sustainability Coordinator,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,Pomona College (CA) has hired Bowen Patterson as its first Sustainability Coordinator.  Patterson is tasked with helping students with sustainability projects and helping the College to improve energy efficiency and reduce waste.  The new Sustainability Coordinator will also help Pomona with a sustainability strategic plan.  Patterson graduated from Pomona and went on to earn a Masters of Urban Planning and a Graduate Certificate in Sustainable Cities at the University of Southern California.,Human Resources
U New Mexico-Taos Constructing 500 kW Photovoltaic System,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,The University of New Mexico-Taos recently held a groundbreaking ceremony for a 500 kW photovoltaic solar panel system installation. The UNM solar array is part of a 1.1 MW photovoltaic system distributed among several sites in New Mexico.  The project has an expected completion date of January 2009.,Energy
"Associated Press, USA Today Publish Articles on Campus Bicycling",Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"The Associated Press has published an article on the increasing number of bicycle programs on college campuses across the U.S.  The article mentions bike-sharing and bike giveaway programs at Emory University (GA), Ripon College (WI), Duke University (NC), Northern Illinois University, Illinois State University, and the University of Washington.  The USA Today has also published an article on campus bicycling.  Its story mentions current bike programs at Ripon College and Auburn University (AL), and a proposed bike path at the State University of New York at Albany.",Funding
USA Today Covers Green Campus Move-in Initiatives,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"The USA Today has published an article on green move-in initiatives on campuses in the U.S.  The story discusses George Washington University's (DC) Green Move-in initiative, which focuses on recycling boxes, using less paper, and encouraging students to use re-usable moving containers, and the University of California, San Diego's newly renovated green residence hall.  The article also mentions a green residence program that George Washington University will pilot this year.",Funding
Associated Press Covers Increasing Need for Wind Turbine Technicians,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,The Associated Press has published an article on the rapidly increasing need for wind energy technicians and the corresponding launch of several renewable energy technician programs at community colleges across the U.S.  The article notes that a new program at Iowa Lakes Community College has experience a class size increase from 15 to approximately 90 students from last year to this year.,Funding
Ithaca College Opens Academic Year with Green Picnic,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"Ithaca College's (NY) annual zero-waste convocation ceremony and community picnic featured for the first time local seasonal foods, examples of solar- and bicycle-powered activities, and the distribution of reusable mugs made from 100% recycled plastic. Additionally, participants were asked to sign a “commitment to change” pledge to make more sustainable choices.",Research
Green Mountain College to Hold Green Freshman Orientation,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"Green Mountain College (VT) has announced plans to hold an environmentally friendly freshman orientation this year.  As part of the initiative, GMC reduced the amount of paper to be used during the event and will hold several workshops and public campaigns aimed at teaching students how to reduce their carbon footprint.  The College has also encouraged students to bring their own utensils and travel mugs to orientation and will offer a locally produced breakfast one day during the event.",Research
Maryville College Holds Green Freshman Move-in Day,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"Maryville College (TN) held a green move-in day for freshman.  The event, entitled Green Grand Opening, featured cardboard recycling and green goodie bags containing compact fluorescent bulbs, eco-pencils, and reusable shopping bags.",Research
U Florida Challenges Community to Use Green Transportation,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"The University of Florida is challenging students, faculty, and staff to give up their cars and use alternative transportation on October 17, 2008 and as often as possible, with the hope that it becomes a habit.  In meeting the challenge, campus members will pledge to commute by an alternative to single-occupancy vehicle travel on One Less Car Day and as often as possible throughout the fall semester.  In addition to individual commitments, each department or organization on campus can sign up to pledge as a team.",Campus Sustainability in the Media
Portland State U President Promotes Alternative Transportation,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"Newly hired Portland State University (OR) President Wim Wiewel rode his bike to report for his first day of work in an effort to promote sustainable modes of transportation.  The new PSU President rode with the school Provost, a City Commissioner, and Major-elect of Portland.  A small reception awaited him and his colleagues following the morning ride.  The University, this fall, plans to expand its bike co-op, install 125 new bike racks, and build an indoor bike parking garage that will provide storage for a total of 100 bicycles.",Transportation
"U Miami Sign Agreement with Zipcar, Bans Freshman Cars",Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"The University of Miami (FL) has announced an agreement with Zipcar, a car-sharing program that allows members to reserve cars online or via phone or mobile device for an hourly rate. The new program was launched in conjunction with the University's recent ban on freshman cars.",Transportation
Bowdoin College to Ban Cars for First-Year Students,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,Bowdoin College (ME) has announced plans to ban cars for first-year students starting in the fall of 2008.  The move is part of the College's ongoing efforts to promote sustainability and environmental responsibility. It is also intended to foster an even greater sense of community and involvement by first-year students during first year of college.,Transportation
Worcester Polytechnic Institute Opens Green Residence Hall,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"Worcester Polytechnic Institute (MA) has opened its new green, 232-bed, apartment-style student residence hall.  Temporarily named East Hall, the new residence hall features a green roof, a large number of windows to maximize the amount of natural light, dedicated storage for bikes, and 12 parking spaces reserved for hybrid or alternative fuel vehicles.  WPI hopes the new dormitory will achieve LEED Gold certification.",Buildings
Wilson Community College Opens Green Student Center,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"Wilson Community College (NC) has opened its eco-friendly Student Center.  The building features a ground source heat pump for heating, a light-colored roof, and energy efficient windows and insulation.  WCC hopes to achieve LEED Gold certification for the new building.",Buildings
Mount Mercy College Partners to Increase Energy Efficiency,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"Mount Mercy College (IA) has announced plans to install a campus-wide energy management system.  The new system is expected to save an estimated 1.3 million kWh annually, which is about 20 percent of the campus' current annual electric usage.  Installation will commence this fall and will be operational for the 2009-2010 academic year.  Interstate Power and Light Company will install the new system.",Energy
Pennsylvania Campuses to Receive Solar Power Education Funding,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"PPL Electric Utilities has announced that it will provide $250,000 to support Solar Scholars, a program run by a Pennsylvania non-profit.  Specifically, the donation will help fund solar power education and the installation of 12 solar power systems at Pennsylvania colleges and universities.  Participants will be invited to apply for grants in the fall to install a photovoltaic system on their campus that generates a minimum of 3 kilowatts.",Funding
U Oregon Installs Solar Awnings,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"The University of Oregon has begun installing solar awnings on its Eugene campus.  If the pilot program is successful, the awnings, which function to provide solar energy, passive cooling and daylighting, will be installed on other Oregon University System campuses as well.",Energy
J. Sargeant Reynolds CC Pilots 1-Day School Week,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"J. Sargeant Reynolds Community College (VA) has launched ""Smart Fridays,"" a pilot class schedule that allows students to drive to campus only one day a week and still earn a full load of credits for the semester.  The College has calculated that a student could potentially save over $1,080 dollars per semester in vehicle operating costs by participating in the new program.",Transportation
Missouri S&T Opens First Hydrogen Fueling Station,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"The Missouri University of Science and Technology has opened E3 (E-cubed), its first fueling station for hydrogen vehicles.  Two Missouri S&T hydrogen buses that provide shuttle service in Rolla and back and forth to Fort Leonard Wood, Mo. were on display during the ribbon cutting ceremony along with a coast-to-coast tour of hydrogen vehicles sponsored by the U.S. Department of Transportation.",Other News
U Connecticut to Go Trayless,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"The University of Connecticut has announced plans to go trayless this fall.  The project, which will be implemented in 7 of 8 dining halls, aims to reduce the amount of wasted food and water, which is used to wash the trays.  During a weeklong trial last semester in two dining halls, UConn saved about 760 pounds of food and more than 913 gallons of water just by going tray-less at dinnertime.",Dining Services
U New Hampshire Distributes Free CFLs,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"The University of New Hampshire has announced plans to pass out 1,720 free compact fluorescent light bulbs to students living in UNH residents halls this fall.  The CFLs are estimated to save the university $17,250 in energy costs.  The CFLs for students will be divided among UNH's 23 residence halls and distributed door-to-door by hall directors in the first few weeks of the fall semester. All students who receive a CFL will also get an informational postcard outlining other ways to minimize greenhouse gas emissions and energy consumption on campus and describing safety procedures for disposing of broken or burnt-out CFL or incandescent bulbs.",Campus Sustainability in the Media
U Tennessee Chattanooga Launches Recycling Program,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"The University of Tennessee at Chattanooga has launched a new recycling program on campus.  The University partnered with a local recycling center to provide bins for the students, faculty, and staff to recycled plastic, paper, and aluminum cans.",Waste
Webber International U Implements Recycling Program,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"Webber International University (FL) has implemented a campus-wide recycling program.  The new program will allow campus members to recycle plastic, aluminum, and cardboard.",Waste
Net Impact Announces Winners to 2008 Green Challenge,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"Net Impact has announced the student winners of this year's Green Challenge.  RJ Panda and Jake Berlin Jeff of New York University have been awarded first place for their Green Roof Proposal.  The team planned a 6,500 square-foot expansive garden on top of the main Stern School of Business campus building, the Kaufman Management Center. Through extensive outreach, the Proposal will be partially funded by the Legacy Gift of the MBA Class of 2008. Second place was awarded to Charlie Coggeshall and Jeff Malcolm of the University of Denver (CO), and third place was awarded to Katherine Macrostie, Barbara Beaudoin, Alison Haight, and Erin McFee of Simmons College (MA).",Funding
New Thesis on the Factors That Affect Campus GHG Emissions,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"AASHE has posted a new thesis entitled, ""U.S. Higher Education and Global Climate Change: An Exploration of Institutional Factors That Affect Greenhouse Gas Emissions"".  The study explores the differences between greenhouse gas emissions of different colleges and universities in the U.S. and analyzes some of the factors that might explain these differences.  The thesis was completed by Luba Zhaurova, a Master's degree candidate in Urban and Environmental Policy and Planning at Tufts University.  This resour",New Resources
Call for Submissions - ACUPCC Video Competition,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"The American College & University Presidents' Climate Commitment is soliciting 3 minute videos that demonstrate creative strategies for communicating the ACUPCC across campus and beyond.  Five selected videos will be highlighted and screened at the second biennial AASHE Conference in November 2008.  Videos will also be made publicly available on the ACUPCC and AASHE websites.  The competition is open to ACUPCC signatory institutions only.  Deadline is October 1, 2008.",Opportunities
Online Sustainable Design Courses,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"The Boston Architectural College, in partnership with BuildingGreen, Inc., will offer several online sustainable design courses starting September 2, 2008.  Courses available without prerequisites include Sustainable Design as a Way of Thinking; Materials, Resources, and Indoor Environmental Quality; Green Practice: Energy and Air Quality; Site Design, Landscaping and Site-Water Issues; Sustainable Transportation; Sustainable Communities: Land Use, Transportation, and Planning; and LEED Accreditation Exam Preparation.  All courses can be taken individually or may be applied toward completion of the Sustainable Design Certificate.",Opportunities
oikos Case Writing Competition,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"oikos invites the submission of case studies for its 2009 Case Writing Competition.   The two categories are corporate sustainability and social entrepreneurship.  Corporate sustainability cases should illustrate sustainability-related strategies and change processes in established medium and large organizations, and social entrepreneurship cases should illustrate entrepreneurial initiatives that use business principles to address social and environmental challenges.  The competition is open to everyone; teachers, research assistants, and students are encouraged to apply. The submission deadline is November 30, 2009.",Opportunities
Free Student Opportunity to Use Green Building Tool,Jul 12 2010 - 1:35pm,8/28/08,,,"August 28, 2008",,"The Green Building Initiative is pleased to offer students a one-year, up to 3 projects, complimentary use of the Green Globes tool.  Green Globes is a green building guidance and assessment program that integrates a comprehensive environmental assessment protocol, software tools, qualified assessors with green building expertise, and a rating/certification system.  Student affiliation must be renewed each year that the student is still in school.",Opportunities
U Florida Football Goes Carbon Neutral,Jul 12 2010 - 1:35pm,9/04/08,,,"September 4, 2008",,"The University of Florida has announced that the 2008 Florida Gators home football season will be carbon neutral. The initiative, named Neutral Gator, aims to offset carbon emissions produced from game day activities including automobile travel, flights, hotel stays, and stadium energy usage. UFL will be the first college to host a carbon neutral football season. Neutral Gator has also partnered with a local utility company to provide compact fluorescent light-blubs to low income neighborhoods and is working to install solar panels on the UFL campus. Neutral Gator is a result of a partnership between the UFL Office of Sustainability, the University Athletic Association, and the Florida based non-profit Earth Givers Inc.",Research
