Title,Post date,Issues,Institution(s),Other Organization(s),Story Date,URL,Body,All terms
Rush U Medical Center Building Awarded LEED Gold,Apr 24 2010 - 10:33pm,4/26/10,,,"April 9, 2010",http://www.rush.edu/webapps/MEDREL/servlet/NewsRelease?id=1374,"The Orthopedic  Building at Rush University Medical Center (IL) has received LEED Gold certification. The 220,000-square-foot medical office building, which houses outpatient services for orthopedics and sports medicine, opened in November 2009 and features a green roof; permeable pavement; recycled product for concrete, steel, and ceilings; and 50 percent local construction materials. Rush is also seeking LEED certification for a new hospital building, a 14-story 841,000-square-foot in-patient building currently under construction.",Buildings
U Guelph Ridgetown Receives $2.3M for Anaerobic Digester,Apr 30 2010 - 5:23pm,5/3/10,,,"April 9, 2010",http://www.ridgetownc.uoguelph.ca/documents/April9_2010.pdf,"The University of Guelph Ridgetown Campus has received more than $2.3 million for the construction of an anaerobic digester and demonstration lab through the Federal Economic Development Agency for Southern Ontario. The digester, which will generate approximately 250 kilowatts, has been nicknamed the ""legless cow"" because it takes in organic matter and churns out heat, carbon dioxide, and methane, which is burned to produce power. The anaerobic digester will use manure from the livestock operations on campus as well as other material gathered from local farms and processors. The operation and management of the machine will become part of the curriculum.",Waste
Washington State U Receives Grant For Clean Energy Courses,May 18 2010 - 11:52am,5/24/10,,,"April 9, 2010",http://wsunews.wsu.edu/pages/publications.asp?Action=Detail&PublicationID=19423,"Washington State University has received a $2.5 million grant to develop courses to train engineers in clean energy and the smart electric power grid. The University will begin offering courses related to installing a smart grid and producing solar energy, wind energy, and biofuels. The three-year project will allow for the development of an undergraduate certificate, graduate level certificates, and a professional master’s degree in the field of clean energy and smart grid engineering.",Curriculum
Ramapo College Announces MA in Sustainability Studies,Apr 16 2010 - 11:15am,4/19/10,,,"April 12, 2010",http://www.ramapo.edu/news/pressreleases/2010/04-12-2010.html,"Ramapo College of New Jersey has announced a new Master of Arts in Sustainability Studies degree. Beginning in Fall 2010, the College will welcome its first class to the program, which will equip students to work in a diverse range of fields, including planning, policy, and design. Students will learn how to apply sustainability in a variety of institutional, organizational, cultural, commercial, professional, and geographical contexts. The two-year program is based exclusively on evening classes. Prospective students include those from the fields of social science, business, science, engineering, and liberal and fine arts.",Curriculum
Chatham U Employees Now Eligible for Bicycle Benefits,Apr 16 2010 - 1:26pm,4/19/10,,,"April 12, 2010",http://www.chatham.edu/newsevents/story.cfm?ID=463,"As part of its effort to promote sustainable practices and healthy living, Chatham University (PA) will now offer full-time employees the opportunity to receive a bicycle commuter benefit. Included as part of the Emergency Economic Stabilization Act of 2008, this benefit will reimburse full-time employees who commute to work by bicycle for reasonable expenses up to $20 a month. The reimbursements will be excludable from an employee’s gross income and not subject to federal income tax. According to IRS guidelines, employees who sign up for this benefit will not be permitted to have a campus parking permit as they are required to certify that cycling is their primary mode of transportation to and from work during the time frame in which they receive the reimbursement.",Transportation
"U Idaho Installs Bike Racks, Boosts Bike Parking Awareness",Apr 16 2010 - 3:05pm,4/19/10,,,"April 12, 2010",http://www.uidaho.edu/newsevents/item?name=university-installs-new-bike-racks-on-campus-boosts-bicycle-parking-awareness-and-enforcement,"The University of Idaho's Parking and Transportation Services (PTS) will install 23 new bike racks on campus. In addition, PTS will place warning tags on bikes parked outside of designated racks with increased enforcement levels on bikes that are impeding access or posing safety concerns.",Transportation
State U New York Fredonia Selects Local Food Supplier,Apr 24 2010 - 10:23pm,4/26/10,,,"April 12, 2010",http://ww2.fredonia.edu/news/BrowseallNews/tabid/1101/ctl/ArticleView/mid/1878/articleId/2339/language/en-US/Campus-lowers-carbon-footprint-by-choosing-local-vendor-Maplevale-Farms-as-food-supplier.aspx,"The State University of New York at Fredonia has selected Maplevale Farms, a nearby family-owned corporation, as its primary food-service supplier. Whenever possible, Maplevale Farms purchases products from manufacturers within its 150-mile service area that encompasses Western New York, Western Pennsylvania and Eastern Ohio. Dining Services is working with the company to expand their list of local suppliers to provide food and products to the campus.",Dining Services
Arizona State U to Expand Recycling Collection,Apr 25 2010 - 11:47am,4/26/10,,,"April 12, 2010",http://www.statepress.com/2010/04/12/asu-ramping-up-recycling-efforts/,Arizona State University has announced plans to place a recycling bin next to almost every trash bin on campus this semester in an effort to increase recycling rates by making receptacles more accessible. The University is pairing the initiative with an education campaign to help reduce bin contamination.,Waste
Franklin College Converts Fryer Oil to Biodiesel,Apr 30 2010 - 4:27pm,5/3/10,,,"April 12, 2010",http://www.franklincollege.edu/about-fc/campus-news/news-release?release=711,"A group of Franklin College (IN) students, faculty, and staff have converted a gallon of used fryer oil from the campus cafeteria into biodiesel fuel and successfully powered a college-owned tractor on campus. The idea for the project, sparked by the winter term class ""Going Green Matters,"" came from two freshmen students. Students are now refining the process they implemented, trying to find the most efficient technique possible. Business students are also working on calculating the cost of savings from recycling and converting the college's used cooking oil.",Transportation
"St Mary's College, U Kansas to Start Green Revolving Loan Funds",Apr 30 2010 - 5:18pm,5/3/10,,University of Kansas,"April 12, 2010",http://thepointnews.com/2010/04/sga-to-start-green-revolving-fund,"The St. Mary's College of Maryland and the University of Kansas have announced plans to start revolving loan funds for campus sustainability projects.  St. Mary's College Student Government Association will allocate roughly $100,000 to a new fund for creating or implementing sustainable, energy-saving technologies and systems on campus. The majority of the money saved will then go back into the fund. Students will be able to propose and modify projects using the fund. KU's Revolving Green Fund will finance sustainability projects aimed at reducing energy costs and consumption starting with $10,000.",Funding
Emory U Unveils Forest Management Plan,May 6 2010 - 12:02pm,5/10/10,,,"April 12, 2010",http://www.emory.edu/EMORY_REPORT/stories/2010/04/12/forest_plan.html,"Emory University (GA) has unveiled a Forest Management Plan to guide the preservation and regeneration of its forested areas, with an emphasis on ecological connectivity, a healthy forest ecosystem, and native biodiversity. Endorsed by the administration, the plan outlines a clear distinction between forest lands used for human activity and those to be left undisturbed. Among the plan’s goals are restoring the connectivity of Emory’s forests; developing a reforestation plan on campus; restoring and stabilizing stream banks; engaging in community outreach on the importance of forest ecosystems; and designating individual forest management plans for the University’s forest ecosystems, along with central campus areas..",Grounds
Northern Arizona U Building Earns LEED Gold,Apr 16 2010 - 11:10am,4/19/10,,,"April 13, 2010",http://www4.nau.edu/insidenau/bumps/2010/4_13_10/leed.html,"The facility housing in Northern Arizona University’s Extended Campuses has been awarded LEED Gold certification. The 23,000-square-foot extension to the School of Communication houses classrooms, offices, and production studios to support NAU’s Extended Campuses programs. The building uses about 43 percent less energy than a typical building of the same size through passive ventilation, solar-preheating of outside heating air, an HVAC system called “active chilled beams,” and sophisticated lighting and environmental controls. Water use is reduced more than 60 percent through low-water use plumbing fixtures and irrigating with municipal reclaimed water. More than 30 percent of building materials have significant recycled content and were attained and manufactured locally.",Buildings
U Idaho Unveils Energy Audit Internship Program,Apr 16 2010 - 3:00pm,4/19/10,,,"April 13, 2010",http://www.uidaho.edu/newsevents/item?name=energy-audit-internship-program-created-at-university-of-idaho,"The University of Idaho Sustainability Center and Environmental Science Program are partnering with the Idaho Small Business Development Center at Boise State University to fund student internships to conduct energy audits in nearby towns. Paid interns will work in teams to evaluate energy usage in at least 40 regional businesses. Based on their findings, teams will make recommendations for increasing energy efficiency, thereby reducing costs and energy-related carbon emissions.",Co-Curricular Education & Student Organizing
Florida International U Garden Named 'People's Garden' By USDA,Apr 30 2010 - 3:51pm,5/3/10,,,"April 13, 2010",http://news.fiu.edu/2010/04/student-run-garden-at-fiu-named-%E2%80%9Cpeople%E2%80%99s-garden%E2%80%9D/,"Florida International University's Organic Garden, located on campus and run by faculty, staff, and students, has been named a ""People's Garden"" by the U.S. Department of Agriculture. The special recognition is accorded to community gardens across the United States, an initiative started by U.S. Agriculture Secretary Tom Vilsack last year to promote sustainable, healthy, and local community food production in the country.",Co-Curricular Education & Student Organizing
Illinois State U Makes Biodiesel to Fuel Campus Vehicles,May 7 2010 - 9:27am,5/10/10,,,"April 13, 2010",http://mediarelations.illinoisstate.edu/news_releases/0910/april/makingbiodiesel.asp,"Illinois State University has begun a program to convert waste fryer oil from Campus Dining Services’ residential dining centers into fuel for use in campus fleet vehicles. A 50-gallon batch of biodiesel, produced by a team of Illinois State University undergraduate students, is currently being tested in the University’s “Big Blue” recycling truck.  Fleet Operations personnel will soon begin using the fuel in other diesel powered vehicles.",Transportation
Austin College Launches Green Effort,Apr 16 2010 - 12:56pm,4/19/10,,,"April 14, 2010",http://www.austincollege.edu/NewsDetail.asp?NewsID=2255&ItemID=7575,"Austin College (TX) has launched a new sustainability initiative - Thinking Green. The initiative has been designed by students, faculty, and staff to encourage “greener” practices on campus and in the community. As part of the project, students are distributing free energy-efficient light bulbs, picking up garbage off-campus, and doing cleanup and landscape work for several area social service organizations.",Co-Curricular Education & Student Organizing
Furman U Students Weatherize Area Homes,Apr 23 2010 - 12:17pm,4/26/10,,,"April 14, 2010",http://www2.furman.edu/Lists/Press%20Releases/DispForm-PressReleases.aspx?List=f3a3efbf-f75d-4e3d-8191-f3599d9900fa&ID=243,"Furman University (SC) has begun the Community Conservation Corps, a new initiative to weatherize older, energy-inefficient homes in the surrounding area. Projects could include weather stripping doors and windows, adding insulation, installing vapor barriers in crawl spaces, and placing foam pads behind wall plates. The Community Conservation Corps is under the direction of the David E. Shi Center for Sustainability.",Public Engagement
U Pennsylvania Announces Green Fund Projects,Apr 24 2010 - 9:46pm,4/26/10,,,"April 14, 2010",http://www.upenn.edu/pennnews/article.php?id=1894,"The University of Pennsylvania has announced the second round of Green Fund awards, designed to seed environmental project ideas from faculty, students, and staff with one-time grants of as much as $50,000. Projects will include worm composting; a documentary on retrofit installations on campus; the addition of a recycling and a trash compactor; an educational lecture series; and the installation of an energy meter at the School of Veterinary Medicine, occupancy sensors in the Quad, an automatic capacitor bank and associated equipment at the Translational Research Lab to improve the building’s energy performance, a 1,000 - 2,000 gallon storm-water-collection tank that will supply the irrigation system, and a hydronic heater unit designed to heat the Arboretum's Horticulture Garage with wood from trees damaged on the site.",Funding
Eastern U Installs 56 kW Solar System,May 25 2010 - 12:28pm,5/31/10,,,"April 14, 2010",http://www.eastern.edu/news/releases/2010/earthday_2010.html,"Eastern University (PA) has installed a 56-kilowatt solar system on top of a campus building. The system is expected to reduce emissions by 839 metric tons of carbon emissions within twenty years. Community Energy, a renewable energy developer that owns and operates the system, will sell Eastern University electricity produced by the solar panels at a locked-in rate for 20 years, protecting the University from rising energy costs.",Energy
Dept of Energy Announces Teams to Compete in Solar Decathlon,Apr 16 2010 - 3:53pm,4/19/10,,"the Research Foundation of CUNY (NY); Florida State University, The University of Central Florida, The University of Florida, and The University of South Florida; Stevens Institute of Technology (NJ) and the New School (NY); Massachusetts College of Art and Design and University of Massachusetts at Lowell; Rutgers the State University of New Jersey and New Jersey Institute of Technology; Middlebury College (VT); Florida International University; The Ohio State University; University of Illinois at Urbana-Champaign; Old Dominion University (VA) and Hampton University (VA);University of Maryland, College Park; Purdue University (IN); University of Calgary (AB); University of Tennessee; University of Hawaii; and The Southern California Institute of Architecture and California Institute of Technology","April 15, 2010",http://www.energy.gov/news/8859.htm,"The U.S. Department of Energy has announced the 20 collegiate teams selected to compete in the next U.S. Department of Energy Solar Decathlon, which will be held on the National Mall in Washington, DC in the Fall 2011. For two weeks, teams of college and university students from across the United States and the world will compete to design, build, and operate the most affordable, attractive, effective, and energy-efficient solar-powered house. Hosted by the U.S. Department of Energy, the competition will highlight affordable homes that combine energy-efficient construction and appliances with renewable energy systems that are available today. U.S. and Canadian teams include Appalachian State University (NC); the Research Foundation of CUNY (NY); Florida State University, The University of Central Florida, The University of Florida, and The University of South Florida; Stevens Institute of Technology (NJ) and the New School (NY); Massachusetts College of Art and Design and University of Massachusetts at Lowell; Rutgers the State University of New Jersey and New Jersey Institute of Technology; Middlebury College (VT); Florida International University; The Ohio State University; University of Illinois at Urbana-Champaign; Old Dominion University (VA) and Hampton University (VA); University of Maryland, College Park; Purdue University (IN); University of Calgary (AB); University of Tennessee; University of Hawaii; and The Southern California Institute of Architecture and California Institute of Technology.",Research
Western Michigan U Trustees Approve Student Green Fee,Apr 29 2010 - 10:10am,5/3/10,,,"April 15, 2010",http://www.wmich.edu/wmu/news/2010/04/054.shtml,"Responding to a student-led initiative and vote, Western Michigan University trustees have approved a new $8 per-semester fee that will begin in fall 2010 and fund campus efforts to sustain a campus culture focused on sustainability. The fee was approved by students who voted in a campus-wide general election this spring. The initiative will generate an estimated $440,000 annually and will be used to support a Sustainability Office, a green jobs program for students, and student research.",Funding
Northeastern U Awarded $9.9M for Research on Environmental Health,Apr 29 2010 - 10:59am,5/3/10,,,"April 15, 2010",http://www.northeastern.edu/news/stories/2010/04/PROTECTCOE.html,"Northeastern University (MA) has received a $9.9 million grant from the National Institutes of Health to study the impact of exposure to environmental contamination on preterm birth rates and to develop sustainable solutions. Led by Akram Alshawabkeh, professor of civil and environmental engineering at Northeastern, the team will explore whether exposure to commonly found environmental contaminants and chemicals, such as phthalates and trichloroethylene, contribute to the high incidence of preterm births in Puerto Rico. They will pursue new sustainable technologies to identify and remove harmful chemicals from contaminated groundwater. Researchers from Northeastern’s College of Engineering and the Bouvé College of Health Sciences will collaborate with the University of Puerto Rico and University of Michigan on this interdisciplinary research project.",Research
AASHE Seeks Technical Advisors for STARS,Apr 16 2010 - 2:33pm,4/19/10 5/10/10,,AASHE,"April 16, 2010",http://stars.aashe.org/pages/governance/3973/,"AASHE seeks individuals with expertise related to campus sustainability to serve as Technical Advisors for STARS (Sustainability Tracking, Assessment & Rating System). STARS Technical Advisors are the primary source for input and insight regarding the content of STARS credits. Technical Advisors will be drawn from higher education institutions, non-profit organizations, and businesses, with a preference given for AASHE members. The application deadline has been extended to May 14, 2010.",Opportunities
RecycleMania Announces 2010 Final Results,Apr 16 2010 - 5:09pm,4/19/10,,"U.S. Coast Guard Academy, North Lake College, Rutgers University of New Jersey, Franklin W. Olin College of Engineering, Kalmazoo College, Ursinus College, Johnson & Wales University-Denver","April 16, 2010",http://www.recyclemaniacs.org/results.aspx,"Over 600 colleges and universities participated in RecyleMania this year, recycling or composting over 84 million pounds of material during the course of the 10-week competition.  California State University, San Marcos won the Grand Champion spot, barely nudging out New Mexico State University. The US Coast Guard Academy (CT) claimed the Per Capita Classic award; North Lake College (TX) received its third Waste Minimization title; and Ursinus College (PA) and Johnson & Wales University-Denver (CO) each claimed their first awards with the Bottles and Cans and Food Waste Organics categories respectively. Rounding out the list, Franklin W. Olin College of Engineering (MA) won the Paper category and Kalamazoo College (MI) won the Cardboard category.",Co-Curricular Education & Student Organizing
Clemson U Announces Sustainability Strategic Plan,Apr 23 2010 - 12:47pm,4/26/10,,,"April 16, 2010",http://www.clemson.edu/media-relations/article.php?article_id=2716,"Clemson University (SC) has released a three-part sustainability strategic plan. The white paper, titled “Clemson University’s Commitment to Green Economic Development,” draws from the proceedings of two energy-related summits Clemson hosted in late 2009. Clemson’s commitment comprises three key elements: educational programs, from certifications to graduate levels, to enhance the skills of the current work force in energy-related industries and prepare the next generation of talent; innovation and technology transfer through growth of research in targeted areas and continued development of the University’s innovation campuses; and an initiative to transform the main campus into a national model for sustainability: a net-zero carbon emissions university.",Coordination & Planning
Michigan State U to Hold Green Commencement,Apr 25 2010 - 10:56am,4/26/10,,,"April 16, 2010",http://special.news.msu.edu/green_commencement/,"Michigan State University has planned a green commencement ceremony. Student diplomas have been made from recycled paper, caps from one 20-ounce plastic bottle, and gowns from 12 20-ounce plastic bottles. In addition, the program booklets were printed with soy-based ink on recycled paper, and invitations were sent electronically rather than through the mail.",Co-Curricular Education & Student Organizing
Georgetown U Building Earns LEED Silver,Apr 25 2010 - 12:07pm,4/26/10,,,"April 16, 2010",http://explore.georgetown.edu/news/?ID=50518,"Georgetown University's (DC) new Rafik B. Hariri Building, which houses the McDonough School of Business, has been awarded LEED Silver certification. The structure's green features include an expected energy savings of 15 percent through efficient lighting design and controls that include dimmable high-efficiency fluorescent fixtures, optimized garage exhaust fan controls, and ultra-low-flow lavatory fixtures; water-efficient landscaping; operable exterior windows that contribute to indoor environmental quality; and building materials that contain recycled content and were manufactured locally. The 179,000-square-foot building opened in summer 2009.",Buildings
NY Times Publishes Article on EPA's Energy Star Label for Dorms,Apr 29 2010 - 9:29am,5/3/10,,Hamilton College,"April 16, 2010",http://www.nytimes.com/2010/04/17/nyregion/17ithaca.html,The New York Times has published an article on the U.S. Environmental Protection Agency's (EPA) Energy Star labels for college and universities dormitories.  The article mentions two green residence halls at Ithaca College (NY) and one green residence hall at Hamilton College (NY).,Campus Sustainability in the Media
Queen's U to Ban Sale of Bottled Water on Campus by 2015,May 7 2010 - 9:34am,5/10/10,,,"April 16, 2010",http://www.queensu.ca/news/articles/principal-champions-banning-sale-bottled-water-campus,"Queen's University (ON) Principal Daniel Woolf has committed to reducing and eventually ending the sale of bottled water on the Queen’s campus. A plan will be established in early fall 2010 for limiting and eventually ending the sale of bottled water within five years, subject to contractual obligations with the University’s beverage providers. As the University’s contracts with concession holders, food service providers and soft drink companies come up for renewal over the next few years, re-negotiations will include removing bottled water as an option for sale. Enhancements to existing access to municipal drinking water on campus are being considered as part of the plan.",Waste
Lehigh U to Reduce Paper Use on Campus,Apr 24 2010 - 10:11pm,4/26/10,,,"April 17, 2010",http://articles.mcall.com/2010-04-17/business/all-5lehigh.7236878apr17_1_lehigh-university-lehigh-plans-print,Lehigh University (PA) has announced plans to reduce the number of pages students are allowed to print each semester. The institution also plans to remove printers from residence halls and greek houses.  The money saved from the effort will be used to improve high-speed wireless capabilities.,Waste
Nelson Mandela Metropolitan U Collects Sustainable Living Data,Aug 19 2010 - 5:16pm,August 2010 (Global Edition),,The Nelson Mandela Metropolitan University,"April 17, 2010",http://www.weekendpost.co.za/article.aspx?id=553309,The Nelson Mandela Metropolitan University's (South Africa) Georgia campus has begun a campus project to collect data on sustainable living compared to that of conventional households. The university launched the Green Campus Initiative to compare three houses equipped with solar energy geysers and rainwater harvesting systems to a sample of identical houses utilizing conventional systems. Student homes were equipped with solar panels for heating water and simple mechanisms to ensure sustainable use of water. Two groups of students living in each type of house are monitoring and comparing daily energy and household water consumption. The research will be used to raise awareness about energy consumption and the campus hopes the results will help develop a practical model that can be applied to other institutions.,Research
"State U New York Fredonia Donates 3,500 CFLs to Local Community",Apr 24 2010 - 10:28pm,4/26/10,,,"April 18, 2010",http://ww2.fredonia.edu/news/BrowseallNews/tabid/1101/ctl/ArticleView/mid/1878/articleId/2359/language/en-US/3500-CFL-bulbs-to-be-given-away-at-Green-Home-Expo.aspx,"State University of New York at Fredonia students and members of EarthWorks, an environmental action group of the Unitarian Universalist Congregation of Northern Chautauqua, passed out 3,500 free compact fluorescent light (CFL) bulbs. Expo attendees could learn energy saving tips and receive two free CFL bulbs per person—one 13-watt and one 23-watt bulb. The CFL Giveaway was a part of the Green Home Expo, a community event hosted at the local fairgrounds.",Public Engagement
Gateway CC Launches Sustainability Studies Certificate,Apr 30 2010 - 4:19pm,5/3/10,,,"April 18, 2010",http://www.nhregister.com/articles/2010/04/18/business/doc4bca598a7185d444767708.txt,"Gateway Community College (CT) has launched a new certificate in sustainability studies. The new professional development courses may be taken together to earn a certificate, or individually. Available courses include sustainable business and economic development, green technologies for the new economy, understanding green employment and living, and home energy savers career awareness program.",Curriculum
Discount on Bioneers Conference Broadcast & Educational Materials,Apr 19 2010 - 8:39am,4/19/10,,,"April 19, 2010",http://www.aashe.org/membership/discounts.php#Events,"Bioneers is offering AASHE members a 20 percent discount on its Beaming Bioneers Conference program and all Bioneers educational products. Conference partners will receive a live satellite broadcast of the keynote presentations and are invited and encouraged to wrap their own local programming around the broadcast.  Educational products available in the Bioneers Store include books, DVD’s, and 30-minute presentations from leading speakers.",Opportunities
Columbia U Faculty House Awarded LEED Gold,Apr 23 2010 - 9:48am,4/26/10,,,"April 19, 2010",http://facultyhouse.columbia.edu/current-news/1,"Columbia University (NY) has announced that its recently renovated Faculty House has been awarded LEED Gold certification. Some of the features of the Faculty House restoration included integrated energy-efficient and water-conserving utilities, appliances, fixtures, and insulation; installation of new HVAC system, providing clean air quality; recycled, low-emission furnishings, materials, and finishes as well as locally made materials; and restored original details, repurposed old materials, donated used equipment, and recycled construction waste. With its renovation completed, Faculty House will now focus on providing the highest quality green meetings and events.",Buildings
EPA Announces Winners of Green Power Challenge,Apr 23 2010 - 12:31pm,4/26/10,,EPA,"April 19, 2010",http://yosemite.epa.gov/opa/admpress.nsf/0/C15BB5EB4597AF108525770A0059B661,"The U.S. Environmental Protection Agency has announced the results of its fourth annual Green Power Challenge. The University of Pennsylvania emerged as the top individual school in the competition, purchasing more than 192 million kilowatt hours (kWh) of green power or 46 percent of their power purchases. Collectively, the Ivy League is the overall college conference champion in the challenge, with an annual green power usage of more than 225 million kWh. After the Ivy League, the Big Ten Conference followed by the University Athletic Association are the second and third place winners, respectively. Spread across 26 athletic conferences nationwide, 54 universities competed in this year’s challenge. More than 1 billion kWh of purchased green power were recorded as part of this year's challenge.",Climate
Washington U in St. Louis Releases Sustainability Plan,Apr 29 2010 - 10:36am,5/3/10,,,"April 19, 2010",http://news.wustl.edu/news/Pages/20598.aspx,"The University of Washington in St. Louis has released its Strategic Plan for Environmentally Sustainable Operations. The Plan details the University’s sustainability achievements, aspirations, and challenges in terms of energy and water use, food sources, recycling, and transportation, among others. Goals included in the plan are: to reduce greenhouse gas emissions to 1990 levels by 2020 without purchasing carbon offsets; to build more sustainably by meeting at least LEED Silver qualifications and pursuing LEED Gold when appropriate; and to decrease solo-occupancy vehicles coming to campus by 10 percent by 2012. The plan was developed by the Sustainable Operations Leadership Council.",Coordination & Planning
College Fraternity Partners with Env'l Defense Fund for Diversity,Apr 29 2010 - 10:55am,5/3/10,,,"April 19, 2010",http://www.edf.org/pressrelease.cfm?contentID=11011,"Alpha Phi Alpha Fraternity, Inc., the nation's oldest black fraternity, and Environmental Defense Fund (EDF) are launching a transformational partnership to increase the number of diverse environmental leaders on university and college campuses and in communities of color. The Alpha and EDF partnership will educate the fraternity's student and alumni chapters about climate change, environmental justice, energy efficiency, clean energy, and green jobs. Sustainability projects designed by students and alumni will help African American and other populations become more involved in public health and environmental issues caused by air and water pollution and social inequity. The fraternity has 5,000 student members on more than 350 US campuses and 95,000 alumni members.",Diversity & Inclusion
Duke U Launches Offsets Program for Study Abroad Students,May 7 2010 - 9:19am,5/10/10,,,"April 19, 2010",http://www.dukenews.duke.edu/2010/04/engageoffsets.html,"Duke University (NC) has launched DukeEngage, a program that allows students to purchase carbon emission credits before participating in a study abroad programs or traveling for school. The offsets are being created by a Duke partnership with North Carolina hog farmers to capture methane gas. To participate in the offsets program, DukeEngage students log into a website, use a calculator to determine the carbon emissions of an upcoming trip, and then pay for offsets with a FLEX account or a check.",Climate
Central Michigan U Students Reduce Waste to Improve Soil,May 11 2010 - 11:08am,5/17/10,,,"April 19, 2010",http://www.cm-life.com/2010/04/19/food-waste-used-for-campus-gardens-compost-project-aims-to-help-environment-and-save-cmu-money/,"The Central Michigan University Student Environmental Alliance has begun collecting food scraps from student dining services in order to reduce the amount of waste sent to landfills.  More than 1,000 pounds of waste have been collected for compost since the program began. The Student Environmental Alliance hopes to save money for the institution and create nutrient rich soil. Food produced in the gardens is donated to local food pantries and soup kitchens.",Waste
U Washington Students & Faculty Construct Rooftop Garden,May 11 2010 - 12:22pm,5/17/10,,,"April 19, 2010",http://dailyuw.com/2010/4/19/uw-team-brings-rooftop-garden-campus-greenhouse/,"University of Washington students and faculty have constructed a rooftop garden on an existing greenhouse to demonstrate the various uses of a green roof. Three trays with different planting areas will be used to explore different ways to grow food in an urban environment. Students are interested in demonstrating that green roofs not only provide a habitat for plants and animals, but also help to alleviate potential water-flow issues. The roofs help reduce the rate at which water enters the storm system and also reduce the storm-water runoff overall.",Water
U Southern Maine Installs Green Roof,May 11 2010 - 2:43pm,5/17/10,,,"April 19, 2010",http://media.www.usmfreepress.org/media/storage/paper311/news/2010/04/19/News/Usms-Rooftops.Go.Green-3908663-page2.shtml,"University of Southern Maine has installed an 880-square-foot green roof on the Wishcamper Center, an academic building that houses the School of Public Service and the Osher Lifelong Learning Institute. Eight different varieties of plants now grow in 110 trays on the structure's roof in a mixture of sand, gravel, and mineral. The green roof is designed to reduce water runoff, extend roof lifespan, and reduce heating and cooling needs.",Water
U Cincinnati Starts New Bike Share Program,May 13 2010 - 11:20am,5/17/10,,,"April 19, 2010",http://www.uc.edu/news/NR.aspx?id=11746,"University of Cincinnati (OH) has unveiled the Bearcat Bike Share program. The new pilot program includes 30 bicycles that students, staff, and faculty are allowed to check out for use on or off campus. Upkeep and repair of the loaner bikes will be conducted by university engineering students. The University will also hold bicycle repair and safety workshops to encourage students to take advantage of the new program. The pilot program will initially last for six months.",Transportation
U York Debuts Suite of Green Chemistry Laboratories,Aug 24 2010 - 12:27pm,August 2010 (Global Edition),,University of York,"April 19, 2010",http://www.york.ac.uk/news-and-events/news/2010/research/laboratory/,"The University of York (UK) has debuted the Green Chemical Technology Facility with plans to advance its research in renewable resources. Funded in part by the Wolfson/Royal Society and the European Regional Development Fund, the laboratory will enable the university to explore biomaterials, clean synthesis and platform molecules, and study the effects of microwaves on compounds for the selective conversion of biomass to chemicals with a biorefinery microwave demonstrator.",Research
Oregon Institute of Technology Dedicates Geothermal Project,Apr 23 2010 - 12:51pm,4/26/10,,,"April 20, 2010",http://www.oit.edu/news/04-20-2010/Oregon_s_First_Geothermal_Combined_Heat_and_Power_Plant_Dedication.aspx,"Oregon Institute of Technology has dedicated its new geothermal electric project.  The power plant has a maximum capacity output of 280 kilowatts gross power utilizing existing wells on the campus. A second geothermal plant is also planned. The 1.2 megawatt project will utilize a 5,300-foot deep well drilled in 2009, and is expected to be complete in 2012.",Energy
Princeton Review Releases Guide to Green Colleges,Apr 23 2010 - 1:07pm,4/26/10,,,"April 20, 2010",http://ir.princetonreview.com/releasedetail.cfm?ReleaseID=461285,"The Princeton Review, in partnership with the U.S. Green Building Council (USGBC), has announced the release of ""The Princeton Review's Guide to 286 Green Colleges"" - a guidebook solely focused on institutions of higher education who have demonstrated an above average commitment to sustainability in terms of campus infrastructure, activities, and initiatives. The publication, which is available for free download, looks at an institution's commitment to building certification using USGBC's LEED green building certification program, environmental literacy programs, formal sustainability committees, use of renewable energy resources, recycling, and conservation programs.",New Resources
U South Carolina Outdoor Rec Office Plans for Carbon Neutrality,Apr 23 2010 - 1:41pm,4/26/10,,,"April 20, 2010",http://sc.edu/news/newsarticle.php?nid=918,The University of South Carolina Office of Outdoor Recreation has released a plan for becoming carbon neutral. The Office plans to plant at least 39 trees each year to offset the 6.6 tons of annual carbon emissions it generates.,Climate
Syracuse U Unveils Rain Garden,Apr 24 2010 - 5:51pm,4/26/10,,SUNY College of Environmental Science and Forestry,"April 20, 2010",http://greenuniversecity.syr.edu/PressClippings/Waverly%20rain%20garden%20dedicated%202010-04.htm,"Syracuse University (NY) has unveiled its first campus rain garden. The Waverly Rain Garden will capture and absorb some of a nearby parking lot's storm-water runoff. This will reduce the amount of rainwater entering storm drains and help lessen storm system overloads. The garden covers 400 square feet and is capable of capturing nearly 2,000 gallons of water.  A total of 55 volunteers, mostly SU and SUNY College of Environmental Science and Forestry students, helped to build the installation. The rain garden was designed by a SUNY College of Environmental Science and Forestry landscape architecture graduate student, and the idea was developed by an SU student.",Water
Washington State U Students to Install Green Energy on WSU Farm,Apr 25 2010 - 11:57am,4/26/10,,,"April 20, 2010",http://www.wsutoday.wsu.edu/pages/publications.asp?Action=Detail&PublicationID=19394,"The student chapter of Engineers Without Borders at Washington State University have begun a project to install a wind turbine and solar panels on the campus' organic farm. The wind installation will provide 500 - 1,000 watts and the solar panels will generate 200 - 500 watts of power. The system will include a bank of batteries, a 600-foot underground cable, data tracking computers, and a weather station. As an educational project, the system will accommodate student and community tours, with signs explaining the project. The installations should be complete this summer.",Energy
